Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;319,100006103516;164,80910987854;230,6434;28,21793;8;173,5;False
2;325,127532958984;164,678219604492;236,1403;29,41072;8;174,5;False
3;324,681549072266;152,532360839844;235,6918;29,25395;8;174,5;False
4;324,729217529297;138,535014533997;235,7374;29,2663;8;174,5;False
5;325,199371337891;185,763454437256;234,3503;28,62799;8;192;False
6;328,631225585938;131,649282455444;246,929;32,715;7;149;False
7;327,965423583984;151,997396373749;246,1341;32,22833;7;149;False
8;328,241271972656;159,66750869751;246,4926;32,48709;7;149;False
9;327,967498779297;161,466397285461;246,1336;32,22391;7;149;False
10;327,966552734375;126,166135406494;246,1398;32,23755;7;149;False
11;327,958038330078;236,455021095276;246,1291;32,23041;7;149;False
12;327,525085449219;151,037335395813;245,5584;31,80969;7;149;False
13;327,964721679688;185,522398376465;246,1311;32,22351;7;149;False
14;327,96923828125;147,173352622986;246,1395;32,2326;7;149;False
15;328,191009521484;162,499490356445;246,8268;32,90381;7;147;False
16;328,620574951172;148,597810173035;246,8836;35,27771;7;165;False
17;328,550506591797;101,580805110931;246,866;35,35907;7;165;False
18;329,04541015625;129,151103782654;247,3819;35,57874;7;165;False
19;328,520111083984;122,001575469971;246,8291;35,33502;7;165;False
20;329,046081542969;102,589119911194;247,3858;35,58569;7;165;False
21;328,65625;108,140161705017;246,9807;35,41516;7;165;False
22;328,529724121094;96,2932657241821;246,8311;35,323;7;165;False
23;328,447021484375;114,227144050598;246,7516;35,30005;7;165;False
24;328,474639892578;134,997853279114;246,782;35,31543;7;165;False
25;328,575012207031;90,9588691711426;246,8941;35,37512;7;165;False
26;328,66162109375;88,9149311065674;246,9806;35,40601;7;165;False
27;328,596710205078;129,861851119995;246,9117;35,37451;7;165;False
28;329,901336669922;129,789474391937;249,8568;34,74487;7;138,5;False
29;330,173492431641;102,381315231323;250,0137;34,60974;7;138,5;False
30;333,944122314453;170,566723060608;248,9175;33,94641;8;135,5;False
31;332,176483154297;133,542959022522;246,9902;33,00671;8;135,5;False
32;333,79150390625;172,363693618774;248,7126;33,78821;8;135,5;False
33;333,681732177734;120,545841217041;248,601;33,74573;8;135,5;False
34;333,794738769531;90,1750426292419;248,7198;33,79724;8;135,5;False
35;332,263336181641;125,389501571655;247,0996;33,08167;8;135,5;False
36;333,798278808594;133,222751235962;248,7217;33,79529;8;135,5;False
37;333,879974365234;146,130425643921;248,8081;33,8335;8;135,5;False
38;333,865875244141;154,015228843689;248,7958;33,83203;8;135,5;False
39;332,075286865234;108,883207321167;242,0061;29,55298;8;173,5;False
40;333,916076660156;135,009622955322;248,8704;33,89844;8;135,5;False
41;333,676452636719;156,334938430786;248,5983;33,74902;8;135,5;False
42;333,848480224609;161,345021438599;248,764;33,79712;8;135,5;False
43;333,700164794922;101,67843837738;248,6167;33,74683;8;135,5;False
44;333,703887939453;165,289058303833;248,6237;33,75464;8;135,5;False
45;333,757507324219;139,364000701904;248,6797;33,77832;8;135,5;False
46;333,730163574219;204,617764282227;248,6523;33,76855;8;135,5;False
47;333,739654541016;114,425983810425;248,671;33,79028;8;135,5;False
48;332,0615234375;155,631994438171;241,9997;29,56226;8;173,5;False
49;332,064208984375;136,860586738586;241,9997;29,55811;8;173,5;False
