Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,31649.423828125,7252.49572753906,225.7043,42.08712,7,113.5,False
2,32769.9609375,11648.8486572266,237.7316,28.32752,7,122.5,False
3,32791.77734375,4435.06818847656,237.8725,28.31715,7,122.5,False
4,32785.640625,4345.46431884766,237.8331,28.31459,7,122.5,False
5,32763.162109375,18518.6589599609,237.6877,28.33183,7,122.5,False
6,32982.296875,10396.3337402344,243.3709,29.9801,7,136,False
7,32924.2734375,7108.60168457031,243.0042,29.85202,7,136,False
8,32987.38671875,8723.4462890625,243.4074,29.9183,7,136,False
9,33494.42578125,8177.47767333984,225.6834,35.42743,8,74.5,False
10,33788.57421875,11882.0360473633,238.477,28.79297,7,104.5,False
11,33763.6328125,6144.91510009766,238.3195,28.72083,7,104.5,False
12,34192.65234375,6988.734765625,245.0386,31.87469,8,119,False
13,34168.375,12433.2720458984,244.8877,31.80658,8,119,False
14,34167.35546875,8882.61870117188,244.8824,31.79163,8,119,False
15,34167.04296875,10395.6341308594,244.8808,31.78693,8,119,False
16,34169.89453125,10398.3538818359,244.8981,31.80017,8,119,False
17,34168.49609375,11362.2726013184,244.8883,31.80878,8,119,False
18,34170.109375,17074.6963378906,244.8983,31.81317,8,119,False
19,34166.8359375,8766.95343017578,244.8786,31.79724,8,119,False
20,34168.42578125,9538.94927978516,244.89,31.78375,8,119,False
21,34535.375,10354.8242431641,242.095,29.51514,8,102.5,False
22,35080.26171875,17096.3810668945,251.8489,41.59363,8,126.5,False
23,34400.921875,15399.8080322266,241.2629,28.78503,8,102.5,False
24,34803.73828125,7814.04959106445,250.1665,40.94641,8,126.5,False
25,48637.765625,14795.8470214844,336.1807,61.51917,8,126.5,False
26,34847.4375,9976.76083679199,245.0455,32.47595,7,104.5,False
27,35124.09765625,13054.4405273438,248.1096,34.17017,7,109,False
28,35167.98046875,15549.8955337524,248.382,34.27063,7,109,False
29,35175.75390625,11901.0706481934,248.4308,34.28394,7,109,False
30,35172.12890625,11670.1671020508,248.3979,34.36304,7,109,False
