Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1160.28039550781;307.904225260019;232.0561;28.18848;7;193;False
2;1154.15747070313;216.396490037441;230.8315;30.859;7;151;False
3;1192.67041015625;631.797377920151;238.5341;29.58714;8;152;False
4;1195.47338867188;365.091959923506;239.0947;29.59109;8;152;False
5;1233.5576171875;457.524079726636;246.7115;33.3026;6;148;False
6;1239.36669921875;540.535574501753;247.8733;33.72026;6;148;False
7;1240.83288574219;524.763396507502;248.1666;33.82883;6;148;False
8;1254.97204589844;526.232006375492;250.9944;34.80887;6;140;False
9;1252.1015625;573.958157274127;250.4203;34.69775;6;140;False
10;1251.15588378906;572.381179094315;250.2312;34.6377;6;140;False
11;1253.81884765625;530.969900768995;250.7638;34.77148;6;140;False
12;1253.85803222656;257.970451281965;250.7716;34.78436;6;140;False
13;1253.85729980469;407.61720494628;250.7715;34.78613;6;140;False
14;1259.04370117188;449.830882966518;251.8087;35.02069;6;140;False
15;1253.728515625;328.997316041589;250.7457;34.80591;6;140;False
16;1259.05932617188;535.4107759431;251.8119;35.03119;6;140;False
17;1252.53063964844;486.668766358495;250.5061;34.69287;6;140;False
18;1251.12561035156;565.444537135959;250.2251;34.64185;6;140;False
19;1253.47607421875;430.135338312387;250.6952;34.76807;6;140;False
20;1251.130859375;451.74944229126;250.2262;34.62347;6;140;False
21;1253.48168945313;322.986085748673;250.6964;34.76001;6;140;False
22;1255.50280761719;597.985210686922;251.1006;34.89697;6;140;False
23;1253.49536132813;521.024670112133;250.6991;34.76697;6;140;False
24;1258.40002441406;359.648163580894;251.0;68.35;3308;6;False
25;1253.73425292969;442.676401209831;250.7469;34.78882;6;140;False
26;1251.51989746094;438.357909429073;250.304;34.62805;6;140;False
27;1253.72045898438;557.965359105729;250.7441;34.78821;6;140;False
28;1281.58630371094;561.172180044651;256.3173;34.65576;7;132;False
29;1281.26611328125;525.398889311403;256.2532;35.03027;7;132;False
30;1281.55505371094;403.091198244691;256.311;35.09985;7;132;False
