Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;235.326446533203;-20.6273997306824;299.2952;40.3125;7;136.0;False
2;331.926116943359;37.8949584960938;410.7437;54.3246;5;168.5;False
3;412.451721191406;100.996910762787;474.8889;58.12863;5;136.5;False
4;1591.57543945313;151.415458679199;656.0;78.25407;5;144.5;True
5;1594.42065429688;195.905548620224;656.0;76.70709;5;138.5;True
6;1594.4345703125;163.192071795464;656.0;76.84616;5;138.5;True
7;1594.39770507813;158.85343875885;656.0;76.47754;5;138.5;True
8;1594.49462890625;228.918596744537;656.0;77.44678;5;138.5;True
9;1594.35119628906;266.714744567871;656.0;76.01221;5;138.5;True
10;1594.36950683594;330.953703308105;656.0;76.19489;5;138.5;True
11;1594.37084960938;223.182296514511;656.0;76.20795;5;138.5;True
12;1594.47924804688;252.927161312103;656.0;77.2926;5;138.5;True
13;1594.36328125;256.593297386169;656.0;76.13257;5;138.5;True
14;1594.32336425781;228.224641954899;656.0;75.73389;5;138.5;True
15;1594.36120605469;272.543583679199;656.0;76.11218;5;138.5;True
16;1594.29455566406;196.095581245422;656.0;75.44507;5;138.5;True
17;1594.3525390625;273.530012738705;656.0;76.02515;5;138.5;True
18;1594.27734375;223.060927248001;656.0;75.27295;5;138.5;True
19;1594.43566894531;189.822069960833;656.0;76.85706;5;138.5;True
20;1594.47668457031;230.972394008934;656.0;77.26685;5;138.5;True
21;1594.44116210938;207.870621716976;656.0;76.91101;5;138.5;True
22;1595.56469726563;306.675807094574;656.0;75.64685;5;136.0;True
23;1595.63061523438;238.385925102234;656.0;76.30603;5;136.0;True
24;1595.58520507813;169.052466964722;656.0;75.85156;5;136.0;True
25;1595.58361816406;246.831798553467;656.0;75.83582;5;136.0;True
26;1595.57580566406;245.368992042541;656.0;75.75854;5;136.0;True
27;1595.53112792969;291.904174995422;656.0;75.31104;5;136.0;True
28;1595.54064941406;269.131562805176;656.0;75.40674;5;136.0;True
29;1595.541015625;365.883825588226;656.0;75.41064;5;136.0;True
30;1595.5185546875;178.057110595703;656.0;75.1853;5;136.0;True
