Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,9688.875,2493.30161839724,267.1171,35.29448,6,108,False
2,12243.0205078125,4878.03743110895,298.8546,39.98655,6,127,False
3,9750.7021484375,1822.23081125617,265.0147,35.82325,8,160.5,False
4,34111.15234375,5424.74483254552,518.3014,64.82686,7,113,False
5,41388.0078125,8385.93589529991,586.155,69.62297,8,108,False
6,23212.177734375,5925.58407812119,440.0043,51.77261,8,124.5,False
7,33328.13671875,4421.09647952318,547.1738,59.92056,6,171.5,False
8,13521.283203125,2675.37843632102,329.9626,40.00247,8,117,False
9,18382.685546875,3372.47972285748,412.3514,43.59955,8,150.5,False
10,61187.5078125,7993.4232891202,656,77.04193,8,133,True
11,33329.734375,6431.27058227062,514.2935,63.82239,8,155.5,False
12,16519.341796875,3929.72890863419,369.321,43.75061,8,115,False
13,20813.974609375,5754.26514701843,405.1527,50.39044,7,136.5,False
14,44104.31640625,6643.68116650581,623.3089,69.76959,7,132,False
15,15726.63671875,3779.26597511768,334.836,45.99207,8,108,False
16,25489.125,6082.49997959137,473.5458,52.84088,7,121.5,False
17,40800.796875,5408.86081921756,589.5227,68.22345,8,170,False
18,15132.2744140625,3389.5207788229,372.2173,39.6759,8,203,False
19,59756.23046875,6813.40821484327,656,74.86011,8,197,True
20,33120.8671875,5296.11436152458,551.6394,59.0553,8,152.5,False
21,49626.0390625,4736.28371796608,622.4666,78.73767,8,153,False
22,19249.82421875,2649.39764109552,405.0781,46.54102,8,191.5,False
23,61872.21484375,7800.35605460405,656,78.08569,8,159,True
24,64388.26953125,8795.69545419216,656,81.92114,8,159.5,True
25,13527.1494140625,3850.32297244668,335.1042,39.39087,8,167,False
26,37201.9765625,8632.74962136745,553.4268,66.2356,8,176.5,False
27,19748.6171875,5174.08927150667,370.8326,52.27368,7,158.5,False
28,38355.84375,6030.53514156342,480.2163,78.8866,7,164.5,False
29,46724.19140625,3746.87108346224,621.373,74.20313,5,174,False
30,13161.353515625,3234.92002258301,336.7983,38.09863,7,183.5,False
