Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,49746.8203125,NaN,237.9385,29.05725,7,223,False
2,49725.32421875,NaN,242.986,30.89939,6,223,False
3,49623.703125,NaN,242.4852,30.75369,6,223,False
4,49697.26171875,NaN,237.7212,29.39053,7,149,False
5,50180.67578125,NaN,240.0595,29.38411,7,152.5,False
6,50277.85546875,21453.8668029785,240.1964,30.20572,8,154,False
7,52009.4921875,NaN,249.1747,33.79285,7,117.5,False
8,51952.97265625,NaN,248.8947,33.67352,7,117.5,False
9,52323.97265625,NaN,250.3152,33.88495,8,129.5,False
10,52604.5546875,NaN,251.6964,34.30988,8,129.5,False
11,52614.3046875,NaN,251.7441,34.31982,8,129.5,False
12,53611.8984375,NaN,256.8008,39.17767,8,165,False
13,52568.9921875,28940.9816558838,251.5439,34.69562,8,165,False
14,52569.984375,NaN,251.5497,34.71637,8,165,False
15,52619.84765625,27997.5729919434,251.7949,34.78912,8,165,False
16,52570.04296875,NaN,251.5492,34.70129,8,165,False
17,52580.02734375,NaN,251.5984,34.71759,8,165,False
18,52583.140625,NaN,251.6144,34.73486,8,165,False
19,52871.15234375,NaN,253.0253,35.04834,8,165,False
20,52577.55859375,17240.3941719055,251.5867,34.72211,8,165,False
21,52572.79296875,NaN,251.5624,34.69751,8,165,False
22,52618.828125,NaN,251.7901,34.79163,8,165,False
23,52608.2421875,29024.8843399048,251.7375,34.76489,8,165,False
24,52620.51953125,29420.0867378354,251.7978,34.78162,8,165,False
25,52595.6953125,NaN,251.6755,34.74146,8,165,False
26,52587.62890625,NaN,251.6361,34.73389,8,165,False
27,53592.5234375,NaN,256.6946,38.87854,8,165,False
28,53002.78515625,NaN,253.6854,35.5022,8,158,False
29,53634.3515625,NaN,256.876,38.3667,8,165,False
30,53028.1640625,29769.3081130981,253.8095,35.52563,8,158,False
