Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,86744.6484375,11788.7693603516,233.3306,28.93034,6,137.5,False
2,86616.21875,35273.8340332031,233.0278,28.86095,6,137.5,False
3,86505.3359375,23304.6773132324,232.7532,28.90473,6,137.5,False
4,86601.78125,14850.5366699219,232.9906,28.87779,6,137.5,False
5,86429.4296875,26853.1799560547,232.5749,28.85818,6,137.5,False
6,86564.4921875,18003.4894042969,232.9014,28.86768,6,137.5,False
7,86608.1796875,20547.5608398438,233.0068,28.87256,6,137.5,False
8,86693.7734375,17120.6946044922,233.2116,28.89545,6,137.5,False
9,86506.265625,36650.5677978516,232.7606,28.86423,6,137.5,False
10,90372.453125,14323.7555664062,238.258,28.87524,8,121.5,False
11,90754.6640625,20500.9744140625,239.1405,29.23956,8,121.5,False
12,90255.4765625,28847.4266113281,238.0117,28.55988,8,121.5,False
13,90257.734375,46484.8297119141,238.018,28.5528,8,121.5,False
14,90248.546875,31066.1298339844,237.9955,28.55487,8,121.5,False
15,90239.8828125,24775.5098876953,237.9741,28.5578,8,121.5,False
16,92292.203125,21549.4873535156,241.7619,30.29706,6,117.5,False
17,92001.015625,17848.7442871094,241.076,30.1424,6,117.5,False
18,91926.5390625,33671.3048950195,240.9016,30.0954,6,117.5,False
19,91852.2265625,50805.8467391968,240.7297,30.03265,6,117.5,False
20,92438.9921875,36174.9033691406,236.1885,28.24731,8,92,False
21,95116.171875,28266.387902832,235.7739,29.21057,7,64,False
22,95094.984375,28243.7105224609,235.7387,29.08398,7,64,False
23,95114.4140625,39176.0182281494,235.7862,29.08154,7,64,False
24,99122.6796875,31072.1670410156,250.9399,34.1814,8,89.5,False
25,99258.625,38142.3764404297,251.2562,34.26416,8,89.5,False
26,99115.9375,30461.2713378906,250.9293,34.14954,8,89.5,False
27,99074.0625,41115.6729003906,250.8304,34.13232,8,89.5,False
28,99672.4140625,35729.0018798828,251.7439,34.44629,8,87.5,False
29,99628.109375,37961.8946533203,251.6354,34.44885,8,87.5,False
30,99538.875,36548.9804931641,251.4287,34.39001,8,87.5,False
