Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,79215.8828125,11953.0322875977,238.8021,28.88863,8,133,False
2,79600.9609375,21206.3840637207,243.1717,30.85946,8,157.5,False
3,79359.875,47479.3382705688,242.6355,29.93719,8,157.5,False
4,79429.828125,36172.313293457,242.8309,29.9917,8,157.5,False
5,79334.9296875,24988.203717041,242.5618,29.94011,8,157.5,False
6,79608.6796875,36512.8661071777,243.1955,30.85345,8,157.5,False
7,112603.5,30752.9360595703,339.532,45.7124,8,175,False
8,108382.9375,27973.142010498,326.4164,47.72223,8,175,False
9,114962.203125,20857.3831665039,345.6104,48.83588,8,175,False
10,81688.546875,31435.8795776367,251.1361,34.33081,8,175,False
11,111400.5859375,37035.7079345703,334.7514,49.74677,8,175,False
12,112890.328125,14405.8509277344,338.9263,50.54596,8,175,False
13,112156.9765625,37008.2939331055,336.0624,52.67273,8,175,False
14,110800.1953125,47596.1270996094,333.437,48.23022,8,175,False
15,107247.6015625,26715.8010009766,324.1652,43.91376,8,175,False
16,81004.890625,28513.6018302917,240.4604,30.1272,7,110,False
17,84793.1484375,47233.1662658691,251.7408,34.94061,7,118,False
18,84777.0390625,31525.3718154907,251.7049,34.8927,7,118,False
19,84776.4765625,30579.3096191406,251.7018,34.89856,7,118,False
20,84774.1015625,30566.5951034546,251.6979,34.88586,7,118,False
21,84775.0625,31403.5530761719,251.7033,34.87512,7,118,False
22,84749.0390625,51595.8515991211,251.6193,34.90576,7,118,False
23,84776.015625,23548.0417602539,251.7066,34.87317,7,118,False
24,84776.40625,31285.7160766602,251.7058,34.88123,7,118,False
25,84690.8984375,39092.2517211914,251.4769,34.78564,7,118,False
26,84775.203125,33954.747756958,251.7013,34.88513,7,118,False
27,84778.484375,34423.65234375,251.7112,34.88416,7,118,False
28,84697.7421875,45330.6101928711,251.4797,34.85779,7,118,False
29,84778,37924.6362670898,251.709,34.88757,7,118,False
30,84778.0546875,28683.4723571777,251.7107,34.88098,7,118,False
