Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,185121.71875,42559.5913818359,545.5643,124.4318,7,157,False
2,185476.25,33521.9116577148,545.7653,126.462,7,157,False
3,185069.4375,39584.8541381836,545.5471,124.1063,7,157,False
4,173093.734375,41540.8356933594,509.5586,116.2579,7,157,False
5,173095.75,47797.3050415039,509.5519,116.2859,7,157,False
6,221923.140625,50345.4726196289,656,74.47986,8,199,True
7,221907.125,76231.0147583008,656,74.35876,8,199,True
8,221915.515625,26610.1057495117,656,76.98193,8,165,True
9,221866.84375,47045.9678466797,656,74.05389,8,199,True
10,221913.828125,49369.3333984375,656,74.40942,8,199,True
11,221930.875,40265.9788818359,656,74.53833,8,199,True
12,221870.6875,32725.2896606445,656,74.08301,8,199,True
13,221867.109375,53757.3272460938,656,74.05591,8,199,True
14,221882.78125,33475.8091918945,656,76.73645,8,165,True
15,222177.28125,60813.0572998047,656,78.93823,8,165,True
16,221860.84375,42743.0533935547,656,74.00842,8,199,True
17,221913.46875,53374.9701782227,656,74.40674,8,199,True
18,221897.578125,46846.5756958008,656,74.2865,8,199,True
19,221873.671875,43398.6250610352,656,74.10559,8,199,True
20,221915.015625,34616.4667602539,656,74.41846,8,199,True
21,222514.09375,69074.3961303711,656,80.95764,7,179.5,True
22,222656.515625,40458.7155151367,656,82.01123,7,179.5,True
23,221881.1875,51428.1878662109,656,74.16248,8,199,True
24,221910.5625,46058.4702514648,656,74.38477,8,199,True
25,222700.328125,41129.7967651367,656,82.33472,7,179.5,True
26,222951.21875,48422.8910766602,656,84.18213,7,179.5,True
27,222616.90625,48155.1372436523,656,81.71851,7,179.5,True
28,222863.484375,48692.2510742188,656,83.53711,7,179.5,True
29,222727.296875,53704.427722168,656,82.53369,7,179.5,True
30,223686.296875,52721.0525817871,656,93.85229,7,120,True
