Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1584.6103515625;77.1801308631897;656.0;88.60368;8;160.5;True
2;390.714263916016;46.3816974639893;440.0683;58.96;8;110.5;False
3;353.306213378906;27.190759716928;405.8492;52.06987;8;115.5;False
4;497.599731445313;104.13171005249;549.437;69.12785;8;117.5;False
5;469.895599365234;114.534471511841;548.458;61.87576;8;169.5;False
6;445.234222412109;16.5178741455078;514.1858;62.98438;8;150.5;False
7;234.891143798828;50.7869462013245;301.5197;36.21487;7;140.5;False
8;342.768157958984;86.9751470565796;405.3065;44.61682;6;134.0;False
9;517.473327636719;32.2230805873871;592.9623;80.11011;8;167.0;False
10;1571.05261230469;155.889169216156;656.0;68.02563;8;183.5;True
11;532.287841796875;178.599593687058;590.199;73.38837;7;130.5;False
12;364.026519775391;34.7802075266838;440.8366;61.89886;8;166.0;False
13;556.796936035156;105.180467796326;631.579;77.17926;8;165.0;False
14;530.349792480469;45.1885208129883;620.2812;70.68628;7;194.0;False
15;548.8828125;66.3956676006317;625.4081;87.24683;7;170.5;False
16;1584.48059082031;65.2962128639221;656.0;94.8064;6;162.0;True
17;476.231994628906;34.3926117420197;553.2992;64.328;8;167.0;False
18;268.608032226563;55.0067521095276;335.8973;39.6073;8;142.5;False
19;391.524078369141;25.0596003293991;477.0868;51.87256;8;181.5;False
20;284.937042236328;78.1611751556397;369.3356;43.51416;6;177.5;False
21;230.201782226563;3.38378467559814;336.0525;38.99268;7;219.5;False
22;446.337890625;11.9655866622925;511.8204;62.67456;8;143.5;False
23;1590.51818847656;90.102888584137;656.0;97.6814;8;150.5;True
24;531.073547363281;94.4703803062439;590.8254;89.98108;8;137.5;False
25;291.554077148438;12.8993504524231;369.0148;47.89282;8;164.5;False
26;1576.58740234375;67.6498760223389;656.0;83.37427;8;175.5;True
27;320.190521240234;15.306137752533;370.7354;44.5509;7;110.0;False
28;1599.50158691406;137.604103088379;656.0;92.51538;8;131.5;True
29;274.6826171875;11.5791501998901;336.202;39.80664;7;131.0;False
30;379.995422363281;40.0759702682495;440.6852;113.1021;6;144.0;False
