Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;308,150634765625;134,176985168457;237,2077;27,99861;8;115;False
2;308,131439208984;174,591710090637;237,1598;27,9603;8;115;False
3;308,229614257813;163,882290077209;237,2479;27,96788;8;115;False
4;308,140350341797;145,206118011475;237,168;27,9613;8;115;False
5;308,231353759766;174,017724227905;237,2387;27,95511;8;115;False
6;313,274536132813;172,904343414307;238,5125;28,89041;8;159,5;False
7;313,280670166016;172,798996543884;238,5195;28,89279;8;159,5;False
8;316,909912109375;140,993418312073;241,4744;30,30939;8;174,5;False
9;317,804656982422;156,41819858551;243,1658;29,89435;8;159;False
10;317,538970947266;144,220444488525;242,8531;29,78476;8;159;False
11;320,502532958984;168,172766876221;243,5197;30,52106;8;188;False
12;321,563720703125;155,458505249023;244,5401;30,68445;8;188;False
13;320,393310546875;138,712446594238;243,4152;30,50494;8;188;False
14;320,580780029297;138,217073440552;246,836;33,17236;8;175,5;False
15;322,857330322266;157,793583106995;243,4028;30,07605;8;208,5;False
16;322,743347167969;103,673892784119;243,2207;29,97156;8;208,5;False
17;322,737060546875;157,081569862366;243,2204;29,97742;8;208,5;False
18;322,549896240234;133,293022155762;243,0699;29,98401;8;208,5;False
19;322,801147460938;134,553907966614;243,2751;29,97894;8;208,5;False
20;322,740783691406;176,977712059021;243,2195;29,97266;8;208,5;False
21;322,788391113281;151,628683853149;243,2755;29,99219;8;208,5;False
22;322,750030517578;121,345074462891;243,2244;29,96924;8;208,5;False
23;322,730010986328;119,627910614014;243,2174;29,98083;8;208,5;False
24;322,73974609375;115,930242729187;243,2207;29,9751;8;208,5;False
25;322,954864501953;153,72248916626;243,4707;30,06006;8;208,5;False
26;322,884368896484;169,397208595276;243,3759;30,01672;8;208,5;False
27;322,964141845703;140,585893821716;243,4806;30,06262;8;208,5;False
28;322,794769287109;104,412565994263;243,2734;29,98328;8;208,5;False
29;323,665191650391;171,649510383606;242,6833;29,70483;8;221,5;False
30;323,427856445313;110,210359382629;242,4281;29,63586;8;221,5;False
