Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;349,710083007813;183,573161125183;249,4878;33,90823;8;118;False
2;350,749420166016;225,475665855408;244,2427;30,33513;8;144;False
3;350,771057128906;188,43037776947;244,2077;30,23362;8;144;False
4;350,793518066406;185,65491809845;242,8391;29,62413;8;150,5;False
5;353,007965087891;209,307879066467;242,2725;29,77484;8;165,5;False
6;353,057037353516;204,365669631958;242,2951;29,74109;8;165,5;False
7;353,066192626953;208,371276473999;242,3123;29,75946;8;165,5;False
8;352,968719482422;176,263763427734;242,212;29,72095;8;165,5;False
9;353,066192626953;176,330334472656;242,3114;29,75781;8;165,5;False
10;354,703216552734;182,400659179687;247,1687;35,21689;7;186;False
11;354,39453125;126,140355682373;246,8282;35,04236;7;186;False
12;354,233489990234;161,634965133667;246,6939;35,039;7;186;False
13;354,2373046875;167,550052642822;246,6877;35,02002;7;186;False
14;354,395263671875;130,425883674622;246,8294;35,04358;7;186;False
15;354,409973144531;170,229164505005;246,8447;35,04993;7;186;False
16;354,238067626953;187,569261169434;246,6872;35,01782;7;186;False
17;354,349456787109;135,528207588196;246,7865;35,03302;7;186;False
18;358,988708496094;187,516830444336;243,0304;30,47137;8;193;False
19;359,352691650391;202,582903671265;243,2814;30,37842;8;193;False
20;359,378570556641;212,99571018219;243,3307;30,43231;8;193;False
21;360,161254882813;223,357381820679;242,0003;29,79919;8;203;False
22;360,021667480469;214,826617240906;241,8967;29,82056;8;203;False
23;360,062255859375;182,853789901733;241,9349;29,82983;8;203;False
24;360,693267822266;162,620447349548;256,4522;33,38135;7;154;False
25;361,147491455078;230,605632781982;256,5581;32,85364;7;154;False
26;361,119171142578;239,736839675903;256,5361;32,8562;7;154;False
27;365,940246582031;169,315268135071;256,6713;33,25;8;153,5;False
28;366,33544921875;149,852112197876;256,7814;32,82678;8;153,5;False
29;366,365386962891;219,559292793274;256,8078;32,83032;8;153,5;False
30;366,321228027344;228,777318763733;256,7832;32,85327;8;153,5;False
31;366,341461181641;191,405435752869;256,7901;32,83411;8;153,5;False
32;366,322570800781;199,353492355347;256,7773;32,8396;8;153,5;False
33;366,363586425781;175,813121032715;256,8049;32,82751;8;153,5;False
34;366,355072021484;189,561025428772;256,8129;32,85693;8;153,5;False
35;365,796936035156;197,421897506714;256,6262;33,3938;8;153,5;False
36;366,371154785156;180,478467941284;256,8116;32,82837;8;153,5;False
37;366,383453369141;189,865979766846;256,8306;32,84583;8;153,5;False
38;366,366821289063;243,844365692139;256,8132;32,8385;8;153,5;False
39;366,404449462891;180,454572677612;256,8156;32,78259;8;153,5;False
40;366,375915527344;209,286343955994;256,8113;32,82019;8;153,5;False
41;366,332580566406;199,769018363953;256,7817;32,83203;8;153,5;False
42;365,933898925781;211,644658279419;256,6629;33,2439;8;153,5;False
43;366,394439697266;204,522431182861;256,8127;32,79297;8;153,5;False
44;369,415069580078;165,013516998291;262,875;40,03589;8;153,5;False
45;365,879425048828;193,016793251038;256,679;33,36401;8;153,5;False
46;1481,16259765625;269,200101470947;360;50,24048;8;153,5;True
47;1481,42626953125;281,585874557495;360;49,7793;8;153,5;True
48;1365,26354980469;231,947824287415;257,9509;36,93848;8;153,5;True
49;1365,18798828125;304,119355964661;257,903;36,96753;8;153,5;True
50;1365,1083984375;230,06413230896;257,8094;36,91064;8;153,5;True
