Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,84115.953125,30312.039465332,233.508,28.29649,8,165,False
2,84009.25,25490.7664550781,235.5544,28.28489,7,173,False
3,93404,22491.2515869141,245.8323,32.76951,7,124,False
4,116920.4140625,35417.3619140625,239.1231,28.04886,7,141.5,False
5,116873.765625,19959.8249511719,239.0365,27.79292,7,141.5,False
6,116868.921875,19051.5029785156,239.0235,27.80582,7,141.5,False
7,116874.484375,28639.110546875,239.0366,27.80948,7,141.5,False
8,116870.5,45245.6444824219,239.0271,27.80832,7,141.5,False
9,116868.59375,25200.5682128906,239.0231,27.80115,7,141.5,False
10,116879.359375,24610.0259277344,239.0501,27.79224,7,141.5,False
11,116942.8515625,29117.4246582031,239.2096,27.73666,7,141.5,False
12,116868.9453125,30661.1673339844,239.0225,27.81616,7,141.5,False
13,116948.2109375,26385.6351806641,239.2215,27.74713,7,141.5,False
14,116869.2578125,22245.2044433594,239.0255,27.79407,7,141.5,False
15,116868.4921875,32555.2034667969,239.0229,27.80096,7,141.5,False
16,116942.8359375,29646.2145263672,239.2094,27.73883,7,141.5,False
17,116874.265625,37602.2595947266,239.0362,27.80823,7,141.5,False
18,116871.0078125,14092.6043457031,239.0296,27.79492,7,141.5,False
19,116906.734375,41405.2107421875,239.1207,27.75061,7,141.5,False
20,116948.203125,33779.8442871094,239.2222,27.74054,7,141.5,False
21,116867.0546875,50297.5186279297,239.007,27.92212,7,141.5,False
22,116862.1015625,41505.2373535156,238.9937,27.93469,7,141.5,False
23,116976.1875,22834.7856445313,238.989,30.21484,7,141.5,False
24,117088.46875,38197.094140625,239.2498,30.29895,7,141.5,False
25,117071.015625,45375.0571289063,239.2112,30.27258,7,141.5,False
26,117027.8828125,24591.7144287109,239.114,30.21887,7,141.5,False
27,116981.7734375,25159.9591918945,239.0074,30.18018,7,141.5,False
28,116925.6953125,46297.4572998047,239.1642,27.77527,7,141.5,False
29,116868.375,30708.3584960938,239.0229,27.79797,7,141.5,False
30,116944.6328125,30716.5225830078,238.9182,30.17297,7,141.5,False
