Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;145.51513671875;-21.2100071907043;217.4528;38.80244;7;177.5;False
2;213.613342285156;12.2959030151367;232.7672;27.28154;8;89.5;False
3;218.029800415039;54.711369228363;239.547;29.05618;7;92.5;False
4;217.939453125;63.2670609951019;239.4818;29.07779;7;92.5;False
5;223.8251953125;1.26538963317871;236.9048;28.2361;6;76.5;False
6;223.934875488281;87.6363028526306;237.1701;28.4436;6;76.5;False
7;223.88037109375;58.7019479751587;237.048;28.35236;6;76.5;False
8;223.901916503906;109.754364776611;237.0996;28.39252;6;76.5;False
9;223.930892944336;63.651495552063;237.1567;28.43124;6;76.5;False
10;227.843032836914;68.5792500495911;234.6299;28.1972;7;63.5;False
11;227.741592407227;42.4776682853699;234.4982;28.14719;7;63.5;False
12;233.406982421875;36.2282035827637;239.1899;28.45575;6;62.0;False
13;239.34211730957;115.796017742157;240.1832;28.92737;6;51.5;False
14;243.90007019043;78.7585629940033;251.2299;34.38348;7;58.5;False
15;243.994003295898;89.8290983200073;251.3155;34.38196;7;58.5;False
16;243.988922119141;106.653338336945;251.3169;34.3924;7;58.5;False
17;243.995223999023;60.0257298469543;251.3158;34.38068;7;58.5;False
18;243.906173706055;61.3759861946106;251.2172;34.35217;7;58.5;False
19;243.926773071289;101.11243019104;251.2627;34.39752;7;58.5;False
20;243.991729736328;117.397438502312;251.3154;34.3855;7;58.5;False
21;243.98876953125;108.74589176178;251.3138;34.38727;7;58.5;False
22;243.999099731445;73.0620014190674;251.3165;34.37573;7;58.5;False
23;243.988632202148;48.3476276397705;251.3156;34.39063;7;58.5;False
24;244.001037597656;68.8967206954956;251.3163;34.37231;7;58.5;False
25;243.994354248047;101.191733360291;251.3192;34.38782;7;58.5;False
26;243.984741210938;93.0553442955017;251.3016;34.3728;7;58.5;False
27;243.984878540039;105.768237400055;251.3147;34.39502;7;58.5;False
28;243.869583129883;63.0267894744873;251.1863;34.35681;7;58.5;False
29;243.995758056641;81.7117935180664;251.3179;34.3833;7;58.5;False
30;243.981811523438;60.6753971576691;251.3153;34.40076;7;58.5;False
