Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,164558.65625,34048.6078895569,514.5726,61.25917,8,158,False
2,164775.390625,48582.1007835388,515.2108,61.43691,8,158,False
3,140785.65625,36599.4320198059,440.5193,51.07584,6,106,False
4,164537.484375,41046.3112350464,514.6395,60.9557,8,158,False
5,164672.15625,32133.6387252808,515.1839,60.73856,8,158,False
6,164507,37580.4219680786,514.7186,60.5563,8,158,False
7,129471.078125,25702.1132003784,405.5582,44.84888,7,172,False
8,141764.921875,28087.9276390076,444.3839,49.15854,7,172,False
9,164396.40625,44433.0820144653,510.3082,69.23947,7,181,False
10,176501.59375,38953.4190109253,550.9517,68.21979,7,175.5,False
11,174859.9375,27334.798059845,547.177,64.55847,7,175.5,False
12,200588.28125,48539.9960426331,628.2968,73.60431,7,205,False
13,200741.34375,31208.8627746582,628.8201,73.57068,7,205,False
14,200275.40625,33409.6986663818,628.2359,71.47089,7,205,False
15,218997.453125,52777.7461181641,656,74.05048,6,204,True
16,218983.65625,33679.4244003296,656,73.95056,6,204,True
17,218988.75,51066.6612770081,656,73.98743,6,204,True
18,219963.421875,42145.5862220764,656,81.2074,7,174.5,True
19,220177.828125,58346.7517852783,656,82.73633,7,174.5,True
20,220220.796875,49675.9877761841,656,83.04224,7,174.5,True
21,219927.953125,49799.7201812744,656,80.9541,7,174.5,True
22,220236.046875,44959.295475769,656,83.15076,7,174.5,True
23,220049,40676.9856796265,656,81.81812,7,174.5,True
24,220247.015625,48010.1580070496,656,83.22888,7,174.5,True
25,220111.53125,48437.5362335205,656,82.26404,7,174.5,True
26,220206.03125,41950.0767723083,656,82.93713,7,174.5,True
27,220035.3125,39101.7756362915,656,81.72046,7,174.5,True
28,220025.171875,53707.1953445435,656,81.64819,7,174.5,True
29,220168.578125,48747.5170425415,656,82.67041,7,174.5,True
30,220219.59375,40084.062588501,656,83.03369,7,174.5,True
