Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,6294.48388671875,1839.74359747767,339.1538,37.11205,8,164,False
2,26427.3984375,3421.89610973597,444.4706,118.931,7,192.5,False
3,7396.4267578125,1401.46002443135,266.4038,55.54448,7,128.5,False
4,7343.41064453125,1739.45830147974,333.8491,43.98886,7,215,False
5,17540.705078125,2602.03343520761,513.3966,68.32999,7,191.5,False
6,16347.2470703125,3325.94670252204,479.5972,68.17059,7,186.5,False
7,15778.1484375,4094.75688301027,512.9914,61.50516,6,185,False
8,16211.9755859375,2082.90819188058,478.7114,67.72308,5,201.5,False
9,6708.765625,436.852526080608,238.0544,56.37823,6,214,False
10,8576.3505859375,1920.21126979887,300.4752,57.09015,6,166,False
11,6085.6259765625,885.985900825262,336.1453,36.1947,7,158,False
12,11483.89453125,3077.00355960429,438.3484,52.38995,7,185,False
13,7216.0654296875,1597.48157317638,333.8643,43.22919,8,158.5,False
14,15457.806640625,1775.51959174871,512.6061,60.30481,7,179.5,False
15,8531.826171875,2359.04212220311,369.9301,46.11035,5,164.5,False
16,13836.0849609375,3575.82343929708,476.8946,58.00806,4,163.5,False
17,29563.72265625,4158.11019233465,656,74.87793,5,177,True
18,11533.134765625,2206.707548289,401.8356,57.40723,8,163.5,False
19,14739.28515625,2438.01738805026,338.05,87.2262,8,146,False
20,14090.931640625,2014.22568900287,339.9255,82.92896,8,151,False
21,14040.724609375,2629.4348240912,339.6903,82.68481,7,151,False
22,13454.5712890625,2875.75260469168,305.3279,88.14856,6,162,False
23,11385.6806640625,2315.07284651548,439.2985,51.82446,6,146.5,False
24,30510.72265625,3627.01706439853,656,77.77222,7,143,True
25,18728.0390625,3708.83839969263,552.8655,67.74841,8,189,False
26,18045.486328125,3623.05317094326,585.0433,61.67749,6,176,False
27,23523.97265625,4578.15725086629,435.8732,107.9531,7,152,False
28,30716.015625,3485.20745421052,656,78.40137,8,129.5,True
29,10117.47265625,759.169526256621,406.5542,49.771,8,126,False
30,12740.470703125,2022.75539741218,482.3741,52.81934,8,177,False
