Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,576.429809570313,124.670608413219,516.6237,59.05841,8,180,False
2,737.282287597656,160.549232429266,656,81.20383,8,198.5,True
3,576.335998535156,160.728414742649,511.1591,61.92204,5,187,False
4,610.965087890625,168.127328574657,547.59,61.46626,7,184,False
5,388.140533447266,117.45356785953,338.5008,51.00287,8,186,False
6,421.564178466797,165.893657040596,378.4421,42.14194,8,204,False
7,728.457641601563,137.274846312404,656,70.09952,7,174.5,True
8,529.922912597656,158.482984685898,471.8822,56.72144,7,156,False
9,306.282623291016,54.8456364125013,274.1236,30.03094,7,161,False
10,491.135711669922,116.655964316428,437.498,51.07129,6,151,False
11,495.440521240234,122.621957367659,440.3547,52.73553,6,128.5,False
12,416.394104003906,127.416906604171,370.5854,43.23779,6,172,False
13,736.577392578125,178.221032142639,656,79.3056,7,185,True
14,570.765563964844,88.2843990802765,513.546,56.05865,8,169,False
15,573.333740234375,96.643737770617,510.084,62.02606,7,190,False
16,497.526275634766,156.451312375069,441.0802,55.49847,7,134.5,False
17,412.436096191406,58.0174396723509,368.4986,42.20667,7,155.5,False
18,421.314880371094,141.159845983982,369.0708,51.00867,6,184.5,False
19,509.084442138672,157.896610757709,437.1856,72.90198,7,181,False
20,553.846313476563,101.342394208908,472.8649,83.30505,8,167.5,False
21,580.52197265625,122.12007830143,514.7947,65.9176,8,194,False
22,641.255737304688,169.194867050648,514.6559,129.6296,7,186.5,False
23,745.4619140625,207.548639476299,656,89.09937,7,190,True
24,740.207153320313,120.827314007282,656,83.33533,7,176,True
25,628.376098632813,135.185611635447,554.6914,74.21008,8,145.5,False
26,334.048889160156,71.4196193397045,299.3832,33.81104,8,165,False
27,534.073120117188,140.651622521877,475.1859,56.47278,6,163,False
28,341.779876708984,72.8472478091717,302.0518,38.979,7,149.5,False
29,703.337097167969,69.3707112073898,626.1601,74.80664,6,156,False
30,542.350280761719,107.86584867239,437.6006,106.6464,6,164.5,False
