Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,97301.5,30639.5119689941,298.6765,44.12264,7,86,False
2,140883.46875,51478.0610656738,439.7144,50.12113,8,104.5,False
3,140821.25,34763.6820739746,439.5568,49.9528,8,104.5,False
4,140830.203125,37896.559942627,439.5564,50.05951,8,104.5,False
5,140981.953125,33693.2926513672,440.1448,49.73924,8,104.5,False
6,140886.859375,53976.0607635498,439.7158,50.15622,8,104.5,False
7,140867.015625,37694.1722167969,439.3436,51.24344,8,128.5,False
8,140827.578125,55608.4235778809,439.5525,50.04279,8,104.5,False
9,163304.859375,50984.9328735352,511.9157,55.79236,8,105.5,False
10,163952.484375,50807.7766296387,512.138,62.20361,8,105.5,False
11,152425.015625,41821.6073120117,477.0756,52.32281,8,105.5,False
12,141436.421875,49040.2088684082,441.5655,50.00598,8,105.5,False
13,175770.9375,67815.7401977539,548.6432,70.10675,8,105.5,False
14,151779.578125,46025.838104248,475.4953,50.3526,8,105.5,False
15,218775.71875,40526.8059448242,656,75.27264,8,119,True
16,218700.078125,32493.4351196289,656,74.48969,8,119,True
17,218623.046875,38021.7927307129,656,73.68805,8,119,True
18,218690.359375,60428.363092041,656,74.38879,8,119,True
19,218736.46875,48429.0616516113,656,74.86694,8,119,True
20,218745.03125,53824.7748229981,656,74.95544,8,119,True
21,218717.78125,59930.0461303711,656,74.67322,8,119,True
22,218775.109375,34837.8655059814,656,75.26636,8,119,True
23,218676.796875,69707.6104858398,656,74.24792,8,119,True
24,218773.34375,39975.8955993652,656,75.24817,8,119,True
25,218679.171875,52593.1834136963,656,74.27246,8,119,True
26,218752.828125,59150.7973632813,656,75.03613,8,119,True
27,218716.796875,51023.0725891113,656,74.66309,8,119,True
28,218729.890625,49061.7269287109,656,74.79883,8,119,True
29,218762.46875,49923.487890625,656,75.13574,8,119,True
30,218714.140625,54645.2967041016,656,74.63562,8,119,True
