Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;380,600128173828;202,083848762512;235,7827;28,5021;7;137;False
2;381,089965820313;160,51072769165;236,2558;28,53998;7;137;False
3;381,091217041016;154,838767433167;236,2559;28,53867;7;137;False
4;381,544708251953;219,69204082489;226,351;26,95326;8;120,5;False
5;394,510925292969;192,013315582275;239,7523;29,05078;8;139,5;False
6;394,614227294922;226,617568206787;239,5721;28,70032;8;139,5;False
7;397,268493652344;253,86443901062;243,0379;30,09067;8;130;False
8;397,140777587891;227,517348861694;242,8539;29,99817;8;130;False
9;398,952026367188;232,72949180603;246,0181;32,1817;8;143,5;False
10;398,507873535156;245,12646484375;244,1539;30,07571;8;143,5;False
11;398,505798339844;222,933301925659;244,1552;30,07996;8;143,5;False
12;398,506011962891;224,019864463806;244,1543;30,07843;8;143,5;False
13;403,330200195313;254,060594940186;251,7668;35,02698;8;143;False
14;403,810333251953;269,253183746338;252,2337;35,0705;8;143;False
15;403,815643310547;217,646667861938;252,2373;35,06812;8;143;False
16;403,818939208984;213,202300834656;252,237;35,06219;8;143;False
17;403,846710205078;253,86374206543;252,2545;35,04791;8;143;False
18;403,729858398438;246,365232086182;252,2387;35,21057;8;143;False
19;403,739288330078;207,47248134613;252,2375;35,19299;8;143;False
20;403,736694335938;217,752373886108;252,239;35,19995;8;143;False
21;407,509826660156;224,927899932861;255,634;35,05713;8;141;False
22;405,997406005859;239,515692901611;255,6287;37,65015;8;141;False
23;405,249725341797;283,087226867676;255,6621;39,15674;8;141;False
24;407,392425537109;274,40346031189;255,5532;35,10474;8;126;False
25;407,100402832031;244,172380828857;255,7421;35,92175;8;141;False
26;405,147033691406;260,79559135437;255,6576;39,35327;8;141;False
27;406,169525146484;251,398783493042;255,6246;37,32666;8;141;False
28;407,493988037109;213,956320953369;255,6389;35,09094;8;141;False
29;407,939453125;264,765894317627;255,6657;34,43506;8;121,5;False
30;407,671966552734;243,123820304871;255,7122;34,93384;8;141;False
31;406,779113769531;223,089503097534;255,7153;36,42017;8;121,5;False
32;408,222747802734;251,935147094727;255,702;34,06226;8;141;False
33;407,954193115234;231,355578231812;255,6722;34,42322;8;121,5;False
34;406,259704589844;244,460789489746;255,6552;37,22327;8;130,5;False
35;407,198516845703;237,477401733398;255,6686;35,62512;8;121,5;False
36;407,253143310547;240,272589492798;255,6671;35,53223;8;121,5;False
37;406,639495849609;249,892803955078;255,6186;36,48071;8;130,5;False
38;406,631713867188;202,410619354248;255,6482;36,54993;8;121,5;False
39;406,870086669922;249,377977371216;255,5821;36,01782;8;130,5;False
40;408,565887451172;230,009059906006;255,693;33,53662;8;129,5;False
41;407,863433837891;225,08065662384;255,7161;34,63843;8;121,5;False
42;407,450500488281;258,277613830566;255,7083;35,28271;8;129,5;False
43;407,476745605469;279,266707611084;255,6795;35,1897;8;121,5;False
44;407,047973632813;246,418313217163;255,6721;35,88232;8;129,5;False
45;408,163024902344;253,286700820923;255,7164;34,17651;8;106,5;False
46;407,044158935547;258,416362380981;255,6788;35,90088;8;106,5;False
47;407,820281982422;192,627449417114;255,657;34,60547;8;121,5;False
48;406,869476318359;254,430418014526;255,7092;36,25317;8;106,5;False
49;407,306671142578;222,823072433472;255,7182;35,5354;8;106,5;False
50;407,647125244141;268,581288146973;255,6742;34,90771;8;121,5;False
