Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,116140.0625,33851.6316711426,371.1951,41.41211,6,189.5,False
2,116087.2890625,44448.794934082,371.2184,40.17126,6,189.5,False
3,116776.078125,39934.6007080078,373.6018,39.45765,6,189.5,False
4,116797.9140625,33924.3744094849,373.5894,40.00699,6,189.5,False
5,116106.8359375,36903.7001373291,371.1519,40.99963,6,189.5,False
6,116770.5234375,29184.6110443115,371.1295,54.9491,5,216,False
7,116128.75,28060.0558990479,371.1635,41.37677,6,189.5,False
8,116086.6796875,35424.160357666,371.2319,40.07208,6,189.5,False
9,138793.25,34790.2783325195,442.7583,56.29205,8,168,False
10,117186.765625,37036.7444671631,374.0732,44.85394,6,189.5,False
11,213803.390625,47391.8647033691,656,67.0603,8,181,True
12,213804.015625,30973.6621490479,656,67.07104,8,181,True
13,213807.03125,44382.9829406738,656,67.1236,8,181,True
14,213809.796875,31371.977230835,656,67.17163,8,181,True
15,213803.984375,47659.7054138184,656,67.07074,8,181,True
16,213809.46875,37804.5426055908,656,67.16608,8,181,True
17,213798.71875,51553.4260253906,656,66.97913,8,181,True
