Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;375,104888916016;188,641149520874;236,5184;28,85961;8;134;False
2;374,585235595703;178,021467018127;235,9242;28,70005;8;134;False
3;375,075836181641;193,369117164612;236,4209;28,76756;8;139,5;False
4;374,914855957031;198,923057174683;236,0659;28,50008;8;134;False
5;374,746887207031;184,518464660645;236,0787;28,71046;8;139,5;False
6;380,120697021484;241,233765029907;242,4351;30,70667;8;139,5;False
7;384,623229980469;214,491836547852;257,4731;36,52081;7;132;False
8;386,389953613281;211,036011314392;257,5593;33,84393;7;132;False
9;381,961029052734;195,614563751221;254,3588;35,32388;7;132;False
10;385,821624755859;228,509761238098;257,5423;34,67914;7;132;False
11;386,693389892578;219,478491401672;257,6262;33,50555;7;132;False
12;386,484130859375;197,318433380127;257,572;33,72516;7;132;False
13;386,65234375;206,898585319519;257,6202;33,55573;7;132;False
14;388,193023681641;208,108549118042;257,8747;31,81244;7;132;False
15;388,127868652344;263,082589912415;257,8676;31,8877;7;132;False
16;386,915863037109;237,683982086182;257,6329;33,19586;7;132;False
17;387,803802490234;198,228420066834;257,7589;32,15961;7;132;False
18;387,346130371094;214,25982875824;257,714;32,71576;7;132;False
19;381,784210205078;212,61297416687;243,0931;29,53607;8;149;False
20;381,761627197266;198,418443107605;243,0263;29,47522;8;149;False
21;1487,57141113281;327,043348693848;360;50,06641;7;141;True
22;1380,24743652344;255,216117286682;252,7798;35,32495;7;141;True
23;1479,80603027344;327,258859825134;360;49,52747;6;136,5;True
24;1480,17846679688;292,181325912476;360;48,69592;6;136,5;True
25;1480,1572265625;319,125110054016;360;48,74243;6;136,5;True
26;1480,20324707031;287,284908676147;360;48,64148;6;136,5;True
27;1480,17248535156;346,825061988831;360;48,70911;6;136,5;True
28;1480,11706542969;291,352898597717;360;48,83118;6;136,5;True
29;1480,13000488281;271,033278656006;360;48,80261;6;136,5;True
30;1480,11767578125;337,757251167297;360;48,82971;6;136,5;True
31;1488,89135742188;383,844787216187;360;47,17932;7;142,5;True
32;1489,08813476563;328,873566436768;360;46,77722;7;142,5;True
33;1489,08508300781;291,168836975098;360;46,78357;7;142,5;True
34;1488,98718261719;303,415053749084;360;46,98279;7;142,5;True
35;1489,06286621094;311,915565490723;360;46,82861;7;142,5;True
36;1489,05236816406;359,096960258484;360;46,84985;7;142,5;True
37;1489,10729980469;315,727125740051;360;46,73853;7;142,5;True
38;1489,10595703125;342,291411399841;360;46,74121;7;142,5;True
39;1489,09008789063;285,125244522095;360;46,77319;7;142,5;True
40;1489,12341308594;281,746647644043;360;46,70581;7;142,5;True
41;1489,05322265625;319,444452667236;360;46,84814;7;142,5;True
42;1489,10046386719;318,238515281677;360;46,7522;7;142,5;True
43;1489,1123046875;360,925527381897;360;46,72827;7;142,5;True
44;1489,21362304688;276,383410644531;360;46,52441;7;142,5;True
45;1489,17810058594;284,08759021759;360;46,5957;7;142,5;True
46;1495,87963867188;416,633793640137;360;49,36108;8;143;True
47;1497,06103515625;379,807501220703;360;46,83228;8;139;True
48;1497,0810546875;303,333264923096;360;46,7915;8;139;True
49;1497,0361328125;311,836028289795;360;46,88281;8;139;True
50;1497,13671875;311,458337783813;360;46,67896;8;139;True
