Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,462.085662841797,90.9111090183258,405.8039,53.72893,5,76.5,False
2,425.557281494141,142.996261769533,368.1548,58.06175,7,95.5,False
3,532.281127929688,179.333760511875,476.5515,53.88596,7,112,False
4,609.270263671875,262.363140487671,548.3698,58.53175,7,119.5,False
5,618.608947753906,149.330506235361,546.655,71.28535,7,113.5,False
6,498.7607421875,197.031123548746,442.7055,55.00705,7,112,False
7,762.2236328125,221.794058316946,626.0795,138.6279,7,119,False
8,731.753479003906,294.509703373909,656,75.00769,8,122,True
9,658.238525390625,235.333218622208,589.2492,68.37091,8,120.5,False
10,547.749877929688,153.009936594963,476.3298,72.8847,8,123,False
11,535.408569335938,130.181219054759,475.7753,59.65826,8,119.5,False
12,709.110656738281,171.692264121771,630.9577,76.9538,7,162.5,False
13,737.467895507813,202.150217801332,656,79.18335,6,133,True
14,453.824676513672,169.105905234814,371.691,85.8017,8,157.5,False
15,453.927825927734,151.25655708015,404.9499,48.65503,8,166.5,False
16,430.749359130859,88.8979583844543,383.4438,47.17798,8,134,False
17,453.006896972656,163.675981837511,405.0739,46.15698,7,150.5,False
18,528.08935546875,105.48311098665,474.4657,51.39124,7,130.5,False
19,574.860046386719,159.440751683712,513.9862,59.19019,7,146,False
20,411.389434814453,101.876440121979,369.6758,39.30933,7,167.5,False
21,603.963195800781,127.273286348581,516.5964,88.53162,7,183,False
22,496.420440673828,93.4781337141991,435.8466,59.21326,6,122.5,False
23,568.245483398438,199.094602531195,511.4421,55.60571,8,110.5,False
24,620.574157714844,301.933566975594,551.2136,69.42029,8,125.5,False
25,708.146545410156,204.803589951992,628.3702,78.80237,7,149,False
26,340.087524414063,71.7250070571899,301.1624,36.72461,6,113.5,False
27,292.289520263672,63.5126441955566,236.0035,59.30664,7,171.5,False
28,693.347961425781,145.592392544448,625.6389,66.26807,8,169,False
29,261.138061523438,22.9919742763042,230.6075,31.12036,8,190,False
30,531.191589355469,104.289643865824,477.4564,51.4563,7,191.5,False
