Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,220,936248779297,70,0095232963562,224,9855,28,04928,8,175,5,False
2,232,21598815918,135,26966843605,237,0086,28,79265,8,148,False
3,235,243041992188,137,749583053589,241,2471,30,00401,8,168,5,False
4,234,736572265625,75,0598176002502,240,4376,29,701,8,168,5,False
5,234,748107910156,65,6124566078186,240,4595,29,71138,8,168,5,False
6,234,75212097168,100,927208518982,240,4371,29,68495,8,168,5,False
7,237,055130004883,97,5352181911469,243,3974,30,34225,8,165,False
8,237,652893066406,103,897730970383,244,1129,30,46002,8,165,False
9,237,713760375977,124,525818920135,244,1908,30,47705,8,165,False
10,236,969787597656,86,6041486740112,243,291,30,3212,8,165,False
11,237,583251953125,149,611800670624,244,0483,30,46509,8,165,False
12,241,712829589844,64,4728087425232,253,174,35,46112,8,162,5,False
13,242,928939819336,130,529644393921,255,5873,36,65839,8,162,5,False
14,242,642913818359,96,5990248680115,255,6347,36,99176,8,160,5,False
15,241,855590820313,99,6319825649261,253,3726,35,51697,8,162,5,False
16,242,981735229492,68,6340197563171,255,5701,36,58832,8,162,5,False
17,241,928527832031,130,143270015717,253,2923,35,36377,8,160,5,False
18,243,447708129883,117,421345901489,255,6072,36,15948,8,162,5,False
19,241,67073059082,100,1561439991,253,1337,35,46295,8,162,5,False
20,243,444076538086,130,853183174133,255,6133,36,16919,8,160,5,False
21,241,77229309082,133,380229759216,253,2764,35,50415,8,162,5,False
22,241,876602172852,133,001124763489,255,6798,34,80322,7,146,False
23,241,652420043945,81,5566708087921,252,9154,35,26294,8,160,5,False
24,241,579986572266,86,6633267402649,252,8034,35,22339,8,160,5,False
25,241,533218383789,132,492762947083,252,7251,35,19189,8,160,5,False
26,243,170272827148,86,6686417579651,255,6626,36,49231,8,160,5,False
27,242,000549316406,87,8444665431976,255,7394,34,73889,7,146,False
28,243,876998901367,102,944346427917,255,6396,35,76257,8,160,5,False
29,241,705612182617,72,0834718704224,252,7327,35,0271,8,160,5,False
30,241,911804199219,129,433394432068,253,2822,35,37036,8,160,5,False
31,244,925430297852,112,491455316544,255,6447,34,71924,8,144,5,False
32,244,531173706055,150,932587242126,255,6293,35,09814,8,144,5,False
33,244,536087036133,81,4653051376343,255,6633,35,1272,8,144,5,False
34,244,518936157227,116,235554218292,255,658,35,13904,8,144,5,False
35,244,519607543945,68,0175062179565,255,6265,35,10693,8,144,5,False
36,244,034591674805,102,386203432083,255,5851,35,55054,8,144,5,False
37,244,515213012695,99,7142338752747,255,6274,35,11218,8,144,5,False
38,244,495788574219,103,44371752739,255,6151,35,11926,8,144,5,False
39,244,511489868164,138,75356426239,255,6242,35,11267,8,144,5,False
40,244,513977050781,136,973301792145,255,6237,35,10974,8,144,5,False
41,244,043197631836,110,282124233246,255,6333,35,59009,8,144,5,False
42,244,521789550781,124,779176664352,255,6302,35,1084,8,144,5,False
43,244,504806518555,90,9640811920166,255,6034,35,09863,8,144,5,False
44,244,492935180664,153,623616504669,255,6223,35,12939,8,144,5,False
45,244,484924316406,103,309515285492,255,6068,35,12183,8,144,5,False
46,244,526870727539,113,08015255928,255,6377,35,11084,8,144,5,False
47,244,493957519531,102,449479007721,255,6297,35,13574,8,144,5,False
48,244,813980102539,148,06390914917,255,6236,34,80957,8,144,5,False
49,244,505889892578,101,14774723053,255,6272,35,12134,8,144,5,False
