Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,311,136352539063,28,2754287719727,369,9212,49,65179,8,127,5,False
2,271,863006591797,-11,3370372772217,333,7177,36,45317,7,131,False
3,320,281005859375,-15,6388800621033,410,6396,46,41383,8,190,False
4,202,211090087891,-33,1602378845215,298,1991,42,61993,7,200,5,False
5,216,935028076172,-50,8337467193603,299,4079,32,77097,8,171,5,False
6,543,931579589844,-9,19130516052246,626,8298,76,0177,7,181,False
7,304,845489501953,-16,1887647628784,370,4352,41,60278,7,139,5,False
8,236,798294067383,-27,3102285385132,301,6372,34,11118,8,136,5,False
9,411,439514160156,13,2626689910889,508,3846,55,54971,7,205,False
10,192,590866088867,-46,2555215835571,271,6607,36,80154,6,165,5,False
11,194,780960083008,-37,3651847839355,262,1437,28,87219,6,140,5,False
12,472,918273925781,33,794055557251,551,9454,67,22888,6,171,5,False
13,310,680694580078,-18,7731347799301,372,5044,41,7627,7,132,False
14,227,777389526367,-23,4084719061851,301,6959,33,31531,8,154,5,False
15,198,78759765625,-30,5377370834351,264,6673,31,20337,8,138,False
16,1597,44714355469,59,2032273504883,656,74,47095,8,132,True
17,215,016632080078,-16,260705280304,295,6375,33,79095,8,168,False
18,348,322326660156,-27,5558690071106,443,4378,61,34509,8,202,5,False
19,515,403076171875,-12,3597585678101,584,3051,70,97998,8,152,False
20,284,589050292969,13,0692896366119,368,3507,42,38367,7,176,False
21,352,642425537109,-14,8476498603821,436,352,50,40466,7,177,5,False
22,210,769500732422,-62,9273533821106,299,9569,38,12561,7,186,False
23,535,882995605469,34,7753232002258,621,2483,68,8468,6,184,5,False
24,239,931213378906,-43,6685674846172,335,9287,37,52527,7,199,5,False
25,331,981109619141,-18,2325357601047,436,444,50,37146,8,219,False
26,308,091796875,-6,83181667327881,405,9493,46,42517,8,205,False
27,1575,73107910156,37,98482837677,656,74,81018,8,175,5,True
28,150,470291137695,-74,36877617836,249,7315,29,8877,7,204,5,False
29,227,822448730469,-42,5787611961365,336,0118,40,60669,6,224,5,False
30,163,393188476563,-58,9716648101807,269,7746,31,18616,8,219,False
