Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;311.136352539063;28.2754287719727;369.9212;49.65179;8;127.5;False
2;271.863006591797;-10.6629627227783;333.7177;36.45317;7;131.0;False
3;320.281005859375;-14.3611199378967;410.6396;46.41383;8;190.0;False
4;202.211090087891;-32.8397621154785;298.1991;42.61993;7;200.5;False
5;216.935028076172;-49.1662532806397;299.4079;32.77097;8;171.5;False
6;543.931579589844;-8.80869483947754;626.8298;76.0177;7;181.0;False
7;304.845489501953;-15.8112352371216;370.4352;41.60278;7;139.5;False
8;236.798294067383;-26.6897714614868;301.6372;34.11118;8;136.5;False
9;411.439514160156;13.2626689910889;508.3846;55.54971;7;205.0;False
10;192.590866088867;-45.7444784164429;271.6607;36.80154;6;165.5;False
11;194.780960083008;-36.6348152160645;262.1437;28.87219;6;140.5;False
12;472.918273925781;33.794055557251;551.9454;67.22888;6;171.5;False
13;310.680694580078;-17.2268652200699;372.5044;41.7627;7;132.0;False
14;227.777389526367;-22.5915280938149;301.6959;33.31531;8;154.5;False
15;198.78759765625;-29.4622629165649;264.6673;31.20337;8;138.0;False
16;1597.44714355469;59.2032273504883;656.0;74.47095;8;132.0;True
17;215.016632080078;-15.739294719696;295.6375;33.79095;8;168.0;False
18;348.322326660156;-26.4441309928894;443.4378;61.34509;8;202.5;False
19;515.403076171875;-11.6402414321899;584.3051;70.97998;8;152.0;False
20;284.589050292969;13.0692896366119;368.3507;42.38367;7;176.0;False
21;352.642425537109;-13.1523501396179;436.352;50.40466;7;177.5;False
22;210.769500732422;-61.0726466178894;299.9569;38.12561;7;186.0;False
23;535.882995605469;34.7753232002258;621.2483;68.8468;6;184.5;False
24;239.931213378906;-42.3314325153828;335.9287;37.52527;7;199.5;False
25;331.981109619141;-17.7674642398953;436.444;50.37146;8;219.0;False
26;308.091796875;-5.16818332672119;405.9493;46.42517;8;205.0;False
27;1575.73107910156;37.98482837677;656.0;74.81018;8;175.5;True
28;150.470291137695;-73.63122382164;249.7315;29.8877;7;204.5;False
29;227.822448730469;-41.4212388038635;336.0118;40.60669;6;224.5;False
30;163.393188476563;-57.0283351898193;269.7746;31.18616;8;219.0;False
