Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,174,349365234375,-52,6250319480896,225,9116,40,01312,5,137,False
2,214,241439819336,45,3116933822632,250,7734,34,24617,8,117,False
3,196,504653930664,76,9746431350708,235,1214,27,78861,8,128,False
4,197,694351196289,38,7262063980103,236,5102,28,17371,8,128,False
5,196,417785644531,45,0903945922852,229,4365,27,01241,8,117,False
6,206,881195068359,69,0400072097778,235,2791,28,40158,8,106,5,False
7,212,884353637695,51,5825750350952,244,3326,30,7959,8,110,5,False
8,214,603469848633,85,3886088371277,247,3487,32,97281,8,110,5,False
9,214,478256225586,23,8171173095703,247,1825,32,89072,8,110,5,False
10,213,825317382813,69,6295866012573,247,4899,32,8739,8,112,5,False
11,213,507202148438,41,1317573547363,247,0359,32,61731,8,112,5,False
12,213,552291870117,76,0989763259888,247,1001,32,65332,8,112,5,False
13,213,452194213867,37,8400541305542,246,9724,32,5968,8,112,5,False
14,213,978958129883,49,7770511627197,244,0312,30,5705,8,108,False
15,215,88883972168,55,1600343704224,244,968,30,72235,7,106,False
16,215,916152954102,52,8960305213928,244,9711,30,69165,7,106,False
17,214,647674560547,45,6265024185181,243,6499,30,45911,7,106,False
18,228,665115356445,110,221618080139,250,8992,33,80499,7,89,False
19,229,51220703125,62,0669109344482,251,8629,34,11346,7,89,False
20,229,750625610352,72,9136846542358,252,1378,34,20703,7,89,False
21,229,374160766602,36,8707201004028,251,7293,34,10211,7,89,False
22,229,2705078125,53,3101367950439,251,5811,34,01367,7,89,False
23,229,064834594727,31,1529023647308,251,3455,33,93604,7,89,False
24,229,513595581055,37,6274728775024,251,8739,34,12964,7,89,False
25,228,624664306641,90,6056785583496,250,8529,33,78979,7,89,False
26,229,11735534668,57,1176082611084,251,4079,33,95959,7,89,False
27,229,928131103516,46,258416557312,252,3492,34,28821,7,89,False
28,229,987670898438,73,2593609809876,247,6805,32,57922,6,81,False
29,230,316329956055,9,59219207763672,248,0961,32,75891,6,81,False
30,230,3408203125,55,1561525344849,248,1125,32,74927,6,81,False
