Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;222.140655517578;-8.21822557449341;330.5316;38.59076;7;224.5;False
2;221.873321533203;-36.0212388038635;330.5143;36.09005;7;224.5;False
3;359.669677734375;-12.0091796875;436.488;49.31657;8;163.5;False
4;359.550109863281;-1.17682409286499;436.555;47.45125;8;163.5;False
5;406.047424316406;14.16042137146;508.6812;61.16206;8;217.5;False
6;405.936157226563;4.1589427947998;508.5408;61.45325;8;217.5;False
7;1561.80407714844;113.817350769043;656.0;68.04092;8;202.0;True
8;1561.8095703125;43.1804986715317;656.0;68.09521;8;202.0;True
9;1561.79125976563;74.0058364868164;656.0;67.91202;8;202.0;True
10;1561.78759765625;96.5327178001404;656.0;67.87622;8;202.0;True
11;1561.79138183594;132.059542751312;656.0;67.91388;8;202.0;True
12;1561.80419921875;90.2494118928909;656.0;68.04187;8;202.0;True
13;1561.78869628906;112.639365386963;656.0;67.88702;8;202.0;True
14;1561.79235839844;105.099030303955;656.0;67.92395;8;202.0;True
15;1561.83020019531;59.6525821685791;656.0;68.3017;8;202.0;True
16;1561.79089355469;167.117621612549;656.0;67.90839;8;202.0;True
17;1561.80395507813;86.7717086791992;656.0;68.03906;8;202.0;True
18;1561.79016113281;92.5635948181152;656.0;67.90149;8;202.0;True
19;1561.77673339844;145.236426258087;656.0;67.76746;8;202.0;True
20;1561.78564453125;70.7011854171753;656.0;67.85583;8;202.0;True
21;1561.78308105469;119.75958480835;656.0;67.83032;8;202.0;True
22;1561.78259277344;135.898844909668;656.0;67.82544;8;202.0;True
23;1561.81042480469;90.1525445520878;656.0;68.10461;8;202.0;True
24;1570.46862792969;228.855214834213;656.0;67.1864;6;184.5;True
25;1570.45788574219;118.603292608261;656.0;67.07874;6;184.5;True
26;1570.47351074219;138.332519721985;656.0;67.2345;6;184.5;True
27;1570.482421875;125.373637962341;656.0;67.32434;6;184.5;True
28;1570.46569824219;132.507622778416;656.0;67.15735;6;184.5;True
29;1570.48388671875;112.058367848396;656.0;67.33887;6;184.5;True
30;1570.47192382813;113.13207988739;656.0;67.21899;6;184.5;True
