Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;266.388366699219;65.7423884600401;237.3323;29.15297;6;191.0;False
2;267.784729003906;88.0794556081295;238.7193;29.47942;6;191.0;False
3;268.150726318359;114.145113039017;238.9377;29.29449;5;191.5;False
4;273.835632324219;121.698460531235;236.6109;28.09695;8;117.0;False
5;274.002166748047;121.87616083622;236.7636;28.11679;8;117.0;False
6;274.002868652344;56.0482970237732;236.7655;28.11853;8;117.0;False
7;281.321624755859;120.483995342255;248.0439;33.7117;8;136.0;False
8;281.281372070313;84.0752533793449;248.0108;33.71307;8;136.0;False
9;281.292327880859;75.4846035003662;247.9984;33.67404;8;136.0;False
10;281.205169677734;96.0886931657791;247.9146;33.65497;8;136.0;False
11;281.441284179688;101.579869580269;248.1651;33.74915;8;136.0;False
12;281.263977050781;61.6972410917282;247.9699;33.66547;8;136.0;False
13;281.260040283203;69.1321259975433;247.9612;33.65582;8;136.0;False
14;281.279449462891;86.7377274751663;247.9927;33.68323;8;136.0;False
15;281.23779296875;93.542082965374;247.9488;33.66724;8;136.0;False
16;281.292175292969;112.899815416336;248.0184;33.71057;8;136.0;False
17;281.3486328125;102.662505888939;248.0537;33.68829;8;136.0;False
18;281.220092773438;94.1082207202911;247.9274;33.6554;8;136.0;False
19;281.186767578125;51.766962480545;247.9014;33.659;8;136.0;False
20;281.18017578125;134.827265441418;247.8755;33.62225;8;136.0;False
21;281.306274414063;101.186029529572;248.0214;33.6944;8;136.0;False
22;280.968688964844;137.74963760376;247.6481;33.53284;8;136.0;False
23;281.253143310547;105.541408056021;247.9518;33.64917;8;136.0;False
24;281.167205810547;51.6217589735985;247.878;33.64648;8;136.0;False
25;281.344177246094;59.5677042365074;248.0504;33.68909;8;136.0;False
26;281.305755615234;89.1675872832537;248.0189;33.69067;8;136.0;False
27;281.306976318359;96.0909743189812;248.025;33.69983;8;136.0;False
28;281.220336914063;85.734508895874;247.9292;33.6582;8;136.0;False
29;281.029418945313;119.567662501335;247.7237;33.5769;8;136.0;False
30;281.690765380859;80.9290025949478;248.4174;33.82654;8;136.0;False
