Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;303.381530761719;11.0823026657104;369.9964;43.85156;8;142.0;False
2;318.857879638672;26.7142039299011;399.5217;48.36157;8;171.0;False
3;515.9677734375;73.3864833831787;589.9494;65.18382;7;161.0;False
4;176.131866455078;-4.98817739486694;264.7552;31.2662;7;183.5;False
5;242.674209594727;-15.4931441307068;333.922;45.02219;6;191.5;False
6;308.939300537109;-13.9157049179077;368.1776;45.11652;7;127.5;False
7;309.194946289063;28.7426002502441;368.6629;42.82053;6;127.5;False
8;280.633331298828;40.275616645813;369.0508;40.82492;7;185.0;False
9;298.534576416016;2.75684547424316;368.9715;43.13086;8;149.5;False
10;315.648345947266;53.6420183181763;370.8196;50.78705;8;120.5;False
11;379.372741699219;79.3487704753876;441.9743;48.98438;7;135.0;False
12;397.662933349609;54.6037910461426;476.7989;51.14026;6;168.5;False
13;544.113464355469;75.1868819653988;622.1478;77.15698;7;171.5;False
14;309.172760009766;10.6589246749878;370.4958;46.76898;8;132.0;False
15;283.861480712891;59.0012292861938;367.2611;41.00378;8;175.0;False
16;274.521545410156;20.661647605896;336.7434;40.28119;8;132.5;False
17;369.175933837891;46.3862764358521;439.6151;53.10828;6;151.5;False
18;270.737426757813;18.2875049591064;333.8401;38.97333;7;134.0;False
19;416.966156005859;70.5815498352051;476.2236;59.92578;8;130.5;False
20;378.265533447266;72.9423629760742;441.8738;46.4176;8;136.5;False
21;1584.05041503906;118.348539733887;656.0;73.00464;8;158.5;True
22;250.961822509766;41.348858165741;327.4457;37.66113;8;160.5;False
23;222.87971496582;-14.9403773546219;301.6363;34.93396;8;164.5;False
24;554.479919433594;27.0403744697571;625.6071;78.72815;7;158.0;False
25;1578.40612792969;76.2100727081299;656.0;79.06128;8;171.0;True
26;542.131225585938;47.3267149187624;625.9511;81.80103;8;184.0;False
27;197.426391601563;7.45489039421082;266.8609;35.65454;6;146.0;False
28;480.894927978516;60.444836473465;552.0011;68.93823;5;156.0;False
29;208.814178466797;-20.8799028873444;282.0182;30.45935;5;152.5;False
30;382.325012207031;13.9214143753052;474.9974;63.27612;8;198.0;False
