Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,419,995086669922,12,9928749084473,244,8169,31,04475,8,147,5,False
2,464,467163085938,178,096549224854,236,557,28,3251,8,82,False
3,463,950042724609,114,79914894104,236,3608,28,24644,8,82,False
4,464,192596435547,182,513426196575,236,4644,28,26624,8,82,False
5,471,576995849609,106,79748954773,233,3248,35,36639,8,79,False
6,471,358795166016,51,0841682434082,233,1069,35,50754,8,79,False
7,471,96728515625,60,2887292861938,233,2475,35,70313,8,79,False
8,471,812622070313,108,125407218933,233,4147,35,39755,8,79,False
9,472,287780761719,134,679685592651,233,3956,35,71298,8,79,False
10,483,494873046875,159,476163578033,253,6396,35,4538,8,109,False
11,483,805725097656,145,025453567505,253,7635,35,48883,8,109,False
12,483,901519775391,146,444842648506,253,8001,35,50171,8,109,False
13,483,696899414063,81,0384769439697,253,7318,35,46149,8,109,False
14,483,961029052734,93,463207244873,253,8203,35,513,8,109,False
15,483,894561767578,121,995533752441,253,7992,35,49854,8,109,False
16,483,955749511719,62,9998519897461,253,8231,35,5061,8,109,False
17,486,29736328125,77,2219202041626,255,2971,35,7005,8,110,False
18,486,650665283203,103,178295135498,255,4593,35,71295,8,110,False
19,486,431243896484,111,501607322693,255,3655,35,69629,8,110,False
20,488,383361816406,116,375537872314,256,1432,35,91687,8,110,False
21,486,298156738281,188,930532455444,255,3099,35,68457,8,110,False
22,486,450439453125,181,665451049805,255,3768,35,69373,8,110,False
23,488,372985839844,83,4397514343262,256,1504,35,90125,8,110,False
24,486,335296630859,195,878104400635,255,3296,35,6825,8,110,False
25,493,203277587891,86,8456878662109,254,0179,35,7229,7,100,5,False
26,493,864898681641,175,856206512451,254,2959,35,77917,7,100,5,False
27,493,879608154297,102,783809280396,254,2949,35,78967,7,100,5,False
28,493,284790039063,32,6526586532593,254,0578,35,72266,7,100,5,False
29,493,352020263672,22,7680561065674,254,0833,35,73193,7,100,5,False
30,502,643859863281,119,664715576172,256,1634,36,36414,7,96,5,False
