Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;288,187652587891;113,445544528961;236,2749;28,91131;8;107,5;False
2;293,224945068359;156,410041236877;235,6941;28,39703;8;134,5;False
3;293,437469482422;137,810729503632;235,9296;28,45797;8;134,5;False
4;297,817443847656;144,545804405212;239,4572;29,38211;8;140,5;False
5;298,391510009766;151,466756629944;240,0997;29,56323;8;140,5;False
6;298,201812744141;117,619310569763;239,8793;29,48456;8;140,5;False
7;302,048736572266;154,570032119751;244,0002;30,27188;8;140,5;False
8;302,101959228516;143,305489444733;244,019;30,19333;8;140,5;False
9;302,048278808594;142,630056762695;243,9591;30,17673;8;140,5;False
10;302,122741699219;74,8177898406982;244,0399;30,19427;8;140,5;False
11;302,076324462891;127,45620470047;243,9894;30,18295;8;140,5;False
12;302,082702636719;125,765299415588;243,9984;30,18945;8;140,5;False
13;302,138702392578;105,388614559174;244,0541;30,19073;8;140,5;False
14;302,073394775391;163,559155654907;243,9832;30,17529;8;140,5;False
15;302,014587402344;127,811272525787;243,9229;30,16956;8;140,5;False
16;302,036651611328;141,837212467194;243,9494;30,18085;8;140,5;False
17;302,10009765625;121,822052574158;244,0063;30,16779;8;140,5;False
18;302,099090576172;114,042032241821;244,0182;30,19794;8;140,5;False
19;302,09423828125;149,408147716522;244,0047;30,17749;8;140,5;False
20;302,156341552734;156,291886997223;244,0768;30,20343;8;140,5;False
21;302,094268798828;130,795866584778;244,0066;30,18201;8;140,5;False
22;302,119262695313;116,978816795349;244,0324;30,18481;8;140,5;False
23;302,119659423828;104,78943862915;244,0303;30,17908;8;140,5;False
24;301,993255615234;146,324453353882;243,9075;30,18262;8;140,5;False
25;302,101623535156;115,552987670898;244,0208;30,19836;8;140,5;False
26;302,084014892578;149,551909446716;243,9962;30,18115;8;140,5;False
27;302,051696777344;107,069394493103;243,9582;30,16675;8;140,5;False
28;302,101623535156;116,27587184906;244,0158;30,18665;8;140,5;False
29;302,162048339844;143,373008728027;244,0825;30,20349;8;140,5;False
30;302,041259765625;106,728479099274;243,9498;30,17102;8;140,5;False
31;302,151214599609;104,968028354645;251,6208;35,91016;7;139;False
32;301,20947265625;118,265427684784;243,069;30,02454;8;140,5;False
33;302,016082763672;143,905068778992;243,9252;30,17139;8;140,5;False
34;302,154968261719;132,322952270508;244,0727;30,1969;8;140,5;False
35;302,099365234375;128,100756645203;244,0094;30,17688;8;140,5;False
36;302,367248535156;111,177230644226;251,8665;35,99353;7;139;False
37;302,153381347656;113,37987203598;251,7131;36,1405;7;139;False
38;302,201934814453;127,460785102844;251,7685;36,15967;7;139;False
39;302,137908935547;135,403838062286;251,6964;36,13672;7;139;False
40;302,10400390625;114,857690238953;244,0317;30,21838;8;140,5;False
41;302,195678710938;138,313778400421;251,6701;35,92419;7;139;False
42;302,123321533203;105,906377601624;244,0487;30,21375;8;140,5;False
43;302,151092529297;113,271136760712;251,6271;35,92651;7;139;False
44;302,085510253906;119,888890647888;243,9928;30,16992;8;140,5;False
45;302,253509521484;144,424470806122;251,725;35,9187;7;139;False
46;302,212219238281;152,072475910187;251,7817;36,16748;7;139;False
47;302,018707275391;147,511747932434;243,9363;30,19141;8;140,5;False
48;302,113128662109;128,759829235077;244,0272;30,18677;8;140,5;False
49;302,086853027344;144,042099571228;243,9927;30,1665;8;140,5;False
