Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,200,884399414063,6,33907971382141,231,7387,30,69976,6,107,False
2,200,427490234375,17,5862484931946,231,5344,31,01865,6,107,False
3,204,626129150391,38,9390691757202,235,6864,27,52299,7,113,5,False
4,212,542953491211,49,9321956634521,237,7276,28,73962,7,100,False
5,212,399841308594,22,6826044082642,237,5421,28,6682,7,100,False
6,212,403823852539,16,5651685714722,237,542,28,66345,7,100,False
7,212,42724609375,45,981573677063,237,5692,28,67114,7,100,False
8,213,290802001953,-2,25396747589111,235,6331,27,82227,8,95,5,False
9,214,634643554688,49,4655223846436,240,5187,29,61334,8,100,5,False
10,214,569671630859,43,9040683746338,240,4694,29,62634,8,100,5,False
11,214,553009033203,20,4916564941406,240,4136,29,57187,8,100,5,False
12,214,886032104492,22,6240734100342,240,7612,29,63235,8,100,5,False
13,214,584548950195,-6,81451110839844,240,4646,29,60181,8,100,5,False
14,214,584136962891,12,1077280044556,240,4645,29,60217,8,100,5,False
15,214,608200073242,21,5901414871216,240,4703,29,58063,8,100,5,False
16,214,583129882813,32,328165435791,240,4623,29,60046,8,100,5,False
17,214,596878051758,32,17923412323,240,463,29,58472,8,100,5,False
18,214,5546875,6,30298271179199,240,4093,29,56415,8,100,5,False
19,214,648498535156,-1,18219938278198,240,5064,29,58002,8,100,5,False
20,214,600051879883,11,6240160942078,240,4723,29,5932,8,100,5,False
21,214,614990234375,5,24309589862824,240,471,29,57343,8,100,5,False
22,214,593673706055,8,40573263168335,240,4683,29,59564,8,100,5,False
23,214,601028442383,37,8562606811523,240,4713,29,59076,8,100,5,False
24,214,597122192383,3,96962261199951,240,4682,29,59131,8,100,5,False
25,214,611328125,-3,73876190185547,240,4701,29,57666,8,100,5,False
26,214,86457824707,-6,76581401824951,240,7618,29,6593,8,100,5,False
27,214,602157592773,-18,0179920196533,240,4705,29,58826,8,100,5,False
28,214,617202758789,18,4816877365112,240,4681,29,56689,8,100,5,False
29,214,561431884766,20,5930074691772,240,4167,29,5658,8,100,5,False
30,214,870819091797,18,9887981414795,240,7608,29,65027,8,100,5,False
