Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,50257.78515625,-11993.0871337891,219.4782,30.05775,6,151,False
2,60809.765625,12253.0640136719,227.1911,49.25326,8,109,False
3,60846.82421875,7392.02138671875,227.461,48.86137,8,109,False
4,60786.828125,6290.415234375,227.1858,49.07115,8,109,False
5,60793.515625,2707.5564453125,227.1718,49.16519,8,109,False
6,60729.2734375,3340.95629882813,227.0453,48.94812,8,109,False
7,60785.453125,-7071.73403320313,227.169,49.10352,8,109,False
8,60595.98828125,6247.291796875,226.5949,48.99124,8,109,False
9,61341.16015625,2726.79555664062,236.0639,28.45789,8,111,False
10,63665.55859375,12038.4274902344,234.8158,28.74402,7,93,False
11,63037.2109375,3214.69240722656,232.8251,28.60834,7,93,False
12,67858.8203125,22376.777734375,243.3824,30.52014,7,83.5,False
13,68467.3984375,20575.3305786133,243.801,30.992,7,80.5,False
14,68627.921875,10013.3893554687,244.2299,31.42609,7,80.5,False
15,68624.15625,24875.344140625,244.2204,31.41327,7,80.5,False
16,68624.3828125,19822.0029907227,244.2201,31.41821,7,80.5,False
17,68623.703125,9579.32114257812,244.2185,31.41553,7,80.5,False
18,68630,33385.1534667969,244.2371,31.42346,7,80.5,False
19,68573.328125,12634.0314941406,244.0841,31.27966,7,80.5,False
20,68626.796875,7679.53798828125,244.2295,31.41003,7,80.5,False
21,68316.84375,17518.5821289063,243.4128,30.49573,7,80.5,False
22,68672.2109375,10925.8653564453,244.3553,31.50891,7,80.5,False
23,68553.328125,20139.6943115234,243.9931,31.4115,7,80.5,False
24,68668.3515625,11258.00625,244.3412,31.51733,7,80.5,False
25,68639.0078125,30904.191796875,244.261,31.448,7,80.5,False
26,68632.3828125,21508.8148193359,244.2431,31.4314,7,80.5,False
27,68360.1484375,6058.3646484375,243.4873,30.83435,7,80.5,False
28,68458.8046875,5947.2494140625,243.7411,31.15503,7,80.5,False
29,68544.9921875,14333.3259277344,244.0067,31.21155,7,80.5,False
30,68590.5390625,13252.4763183594,244.1269,31.34143,7,80.5,False
