Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;364,901794433594;136,35761423111;233,5043;28,20269;8;123;False
2;364,816650390625;201,097245979309;233,3253;28,11737;8;123;False
3;364,990173339844;225,816661453247;239,2343;29,34962;7;132;False
4;364,948913574219;155,016874313354;239,1189;29,28223;7;132;False
5;385,395080566406;145,53557434082;256,4825;32,95625;8;127,5;False
6;385,391876220703;235,133207702637;256,4972;32,9733;8;127,5;False
7;385,399780273438;186,9249168396;256,494;32,96353;8;127,5;False
8;385,39990234375;171,2900390625;256,4943;32,96365;8;127,5;False
9;385,397827148438;227,410019874573;256,4955;32,96655;8;127,5;False
10;385,398986816406;248,438692474365;256,4974;32,96747;8;127,5;False
11;385,406219482422;151,108324337006;256,4963;32,96027;8;127,5;False
12;385,402801513672;181,98415927887;256,4943;32,96118;8;127,5;False
13;385,400146484375;214,034859275818;256,4974;32,96649;8;127,5;False
14;385,404998779297;186,572754478455;256,4979;32,96283;8;127,5;False
15;385,397369384766;189,706379318237;256,4957;32,96722;8;127,5;False
16;385,408752441406;209,634021377563;256,494;32,95587;8;127,5;False
17;385,404693603516;220,499493408203;256,5002;32,96533;8;127,5;False
18;385,408966064453;168,081994628906;256,4949;32,95654;8;127,5;False
19;385,402526855469;213,376103401184;256,498;32,96503;8;127,5;False
20;385,394226074219;202,961023139954;256,4973;32,97144;8;127,5;False
21;385,392547607422;237,488525009155;256,4999;32,97534;8;127,5;False
22;385,404174804688;215,608050727844;256,4956;32,9613;8;127,5;False
23;385,407073974609;224,771085357666;256,4955;32,95874;8;127,5;False
24;385,38671875;227,46275844574;256,494;32,97461;8;127,5;False
25;385,408843994141;200,091180610657;256,4941;32,95593;8;127,5;False
26;385,399475097656;191,261960411072;256,4929;32,96265;8;127,5;False
27;385,976959228516;218,018606567383;257,6208;33,58276;8;131,5;False
28;386,145965576172;160,226515769959;257,6769;33,49146;8;131,5;False
29;386,226867675781;181,356323337555;257,6875;33,43176;8;131,5;False
30;385,970764160156;157,855129241943;257,5891;33,55627;8;131,5;False
31;386,252380371094;221,085614204407;257,6932;33,41528;8;131,5;False
32;386,170349121094;199,9776512146;257,6583;33,45166;8;131,5;False
33;386,200073242188;197,106493377686;257,687;33,45447;8;131,5;False
34;386,275390625;229,462689495087;257,7075;33,40955;8;131,5;False
35;386,160339355469;188,87500333786;257,6635;33,46558;8;131,5;False
36;386,15966796875;237,237027740479;257,6639;33,46655;8;131,5;False
37;386,141479492188;207,526158046722;258,899;34,75854;8;140;False
38;387,211242675781;171,630646705627;258,9069;33,79602;8;140;False
39;387,213256835938;188,44819355011;258,9047;33,79199;8;140;False
40;387,201232910156;205,890834617615;258,9048;33,80273;8;140;False
41;387,195770263672;160,504223632813;258,8921;33,79468;8;140;False
42;386,488525390625;262,74137840271;258,8851;34,4231;8;140;False
43;386,61767578125;178,666694259644;258,8698;34,28931;8;140;False
44;386,140930175781;249,332040405273;257,6577;33,47656;8;131,5;False
45;386,178741455078;180,805254745483;257,6539;33,43994;8;131,5;False
46;386,517059326172;195,836308097839;258,8646;34,37549;8;140;False
47;386,299896240234;183,698616600037;257,7492;33,42993;8;131,5;False
48;386,099975585938;167,751047515869;258,8499;34,74487;8;140;False
49;386,619964599609;178,00992898941;258,9189;34,33838;8;140;False
50;386,29736328125;178,763091373444;257,7433;33,42627;8;131,5;False
