Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,357,859832763672,144,618985939026,238,2151,29,90969,8,106,False
2,357,854522705078,170,316728687286,238,088,29,84809,8,106,False
3,359,976287841797,209,49390296936,236,1816,28,18575,8,87,False
4,360,714202880859,166,451194381714,244,863,30,28563,7,90,5,False
5,360,838226318359,241,185129547119,239,8174,27,87898,7,120,False
6,364,123352050781,149,143133163452,242,5988,29,75778,8,150,5,False
7,364,124786376953,191,4549659729,242,6779,29,79587,8,150,5,False
8,363,614624023438,159,465116500854,242,1215,29,71066,8,150,5,False
9,363,603820800781,170,604225730896,242,1062,29,70715,8,150,5,False
10,363,765655517578,153,610364723206,242,2303,29,70862,8,150,5,False
11,363,551971435547,170,189112949371,242,0261,29,68701,8,150,5,False
12,363,513854980469,199,100518035889,243,9249,30,64807,8,158,5,False
13,364,804718017578,158,980725574493,243,7162,30,0556,8,158,5,False
14,364,785491943359,181,821609306335,243,7152,30,06219,8,158,5,False
15,364,809631347656,203,74262752533,243,7155,30,05341,8,158,5,False
16,364,423614501953,200,110566139221,242,288,29,49854,8,100,False
17,364,226867675781,129,518976783752,243,8317,30,32916,8,158,5,False
18,364,793731689453,153,444440078735,243,7171,30,06012,8,158,5,False
19,364,610046386719,140,481461334229,243,7769,30,15802,8,158,5,False
20,364,796051025391,161,947860336304,243,7138,30,05762,8,158,5,False
21,364,797515869141,123,412917900085,243,7153,30,0578,8,158,5,False
22,364,824005126953,211,170532226563,243,7163,30,04846,8,158,5,False
23,364,789031982422,117,442865467072,243,7133,30,05994,8,158,5,False
24,364,427886962891,170,390995311737,243,8188,30,24707,8,158,5,False
25,364,796752929688,162,937683486938,243,7151,30,05798,8,158,5,False
26,364,420440673828,166,761116600037,242,2597,29,48608,8,100,False
27,364,746490478516,159,496545791626,243,7095,30,07385,8,158,5,False
28,364,785247802734,120,059669685364,243,7136,30,06152,8,158,5,False
29,364,816650390625,145,471550369263,243,7169,30,05151,8,158,5,False
30,364,778259277344,92,133261680603,243,7146,30,06458,8,158,5,False
