Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,49256.59375,14515.2427703857,242.2554,54.26436,7,168.5,False
2,49249.328125,13544.9689849854,242.2115,53.92059,7,168.5,False
3,49554.8359375,24119.5119195938,243.7723,55.77052,7,168.5,False
4,70166.25,12917.9756546021,346.7287,73.19672,7,168.5,False
5,49207.484375,15326.0020629883,241.9995,53.75214,7,168.5,False
6,50420.24609375,16120.7139663696,248.1265,58.08047,7,168.5,False
7,50310.23828125,14372.8481292725,247.5742,57.83951,7,168.5,False
8,49767.4140625,18479.7165100098,243.5168,31.57635,8,167,False
9,49897.45703125,15436.3984634399,245.4988,56.7998,7,168.5,False
10,49681.00390625,18325.6548904419,243.0454,30.94031,8,167,False
11,49640.48828125,13999.4013320923,242.8051,30.3797,8,167,False
12,50567.65234375,19329.042036438,247.6067,33.50928,8,171.5,False
13,50318.09765625,19848.9861633301,246.3273,32.82507,8,171.5,False
14,50300.8046875,19010.7802352905,246.2385,32.77539,8,171.5,False
15,50306.87109375,13512.1226820946,246.27,32.79846,8,171.5,False
16,50543.0703125,16294.51811409,247.4776,33.38953,8,171.5,False
17,50325,12112.9247924805,246.3629,32.84741,8,171.5,False
18,50326.91015625,20041.4739799023,246.3729,32.85565,8,171.5,False
19,50473.71484375,25527.4196624756,247.1272,33.28271,8,171.5,False
20,50392.45703125,16667.8764434814,246.7088,33.03076,8,171.5,False
21,50308.2421875,17944.9689178467,246.2773,32.80627,8,171.5,False
22,50349.55078125,18142.5465332031,246.4893,32.922,8,171.5,False
23,50324.3046875,13830.9306930542,246.3595,32.84802,8,171.5,False
24,50277.5625,14444.7645324707,246.1197,32.71851,8,171.5,False
25,50350.1015625,19855.727835083,246.4922,32.92505,8,171.5,False
26,50656.22265625,20531.9825408936,248.0564,33.68311,8,165,False
27,50989.50390625,10749.6037536621,249.7448,34.28577,8,165,False
28,50607.99609375,23897.1380126953,247.8056,33.48901,8,165,False
29,50993.9140625,20858.9911361694,249.7668,34.28723,8,165,False
30,50704.2265625,15405.2902576447,248.2981,33.74438,8,165,False
31,50566.08984375,16596.4130523682,247.5937,33.42236,8,165,False
32,50586.14453125,13375.2759124756,247.6954,33.45972,8,165,False
33,50582.4296875,14365.7851501465,247.677,33.45996,8,165,False
34,50638.57421875,17630.5549957275,247.9618,33.56519,8,165,False
35,50987.10546875,10637.7159667969,249.7317,34.26489,8,165,False
36,50986.203125,11603.278070116,249.7272,34.26465,8,165,False
37,50641.2265625,13505.9972885132,247.9747,33.56055,8,165,False
38,50989.6484375,6241.66223144531,249.7447,34.27161,8,165,False
39,50641.12109375,22931.2665390015,247.9744,33.56519,8,165,False
40,50802.08203125,18639.0195220947,248.7928,33.90259,8,165,False
41,50616.63671875,9988.31528015137,247.8512,33.53564,8,165,False
42,50640.6796875,9608.25899810791,247.9725,33.57056,8,165,False
43,50639.0546875,9007.45882415771,247.9639,33.56055,8,165,False
44,51001.87109375,17805.0740875244,249.8059,34.28076,8,165,False
45,50985.81640625,12146.2585098267,249.7255,34.26807,8,165,False
46,51052.66015625,12563.7420951843,250.0572,34.27051,8,148.5,False
47,50532.43359375,8374.42151985168,247.4161,33.24536,8,148.5,False
48,50935.65234375,20958.1101959229,249.4639,34.0498,8,148.5,False
49,50924.93359375,17899.3908538818,249.41,34.03711,8,148.5,False
50,50894.87890625,16658.783454895,249.2583,33.9917,8,148.5,False
51,50535.24609375,17237.032699585,247.4379,33.37549,8,165,False
52,50510.515625,14132.5677810669,247.3124,33.32739,8,165,False
53,50641.4609375,24010.4339061737,247.9759,33.56177,8,165,False
54,50905.00390625,25961.1441352844,249.309,33.99927,8,148.5,False
55,50608.6640625,14448.2532989502,247.81,33.50684,8,165,False
56,50940.796875,14576.0490325928,249.4909,34.07495,8,148.5,False
57,50907.36328125,14198.8352203369,249.3203,33.99316,8,148.5,False
58,50912.70703125,10671.6868156433,249.348,34.01392,8,148.5,False
59,50939.15234375,13690.2898651123,249.482,34.06177,8,148.5,False
60,50644.4609375,22253.6819443703,247.9853,33.47119,8,148.5,False
61,50897.9140625,13687.6847854614,249.2737,33.99707,8,148.5,False
62,50942.64453125,19053.481161499,249.5005,34.08105,8,148.5,False
63,50641.125,18304.6306304932,247.9744,33.56421,8,165,False
64,50988,14487.54009552,249.7361,34.26367,8,165,False
65,50640.03515625,16278.1784622192,247.969,33.56421,8,165,False
66,50897.5234375,16267.8253433228,249.2704,33.97461,8,148.5,False
