Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,171484.25,39631.7424377441,477.1888,98.70907,8,149,False
2,194761.625,55047.7684417725,557.4286,69.14967,6,159,False
3,199906.75,50846.8773193359,557.4274,117.5616,6,159,False
4,171539.34375,64823.4411437988,477.8873,97.10184,8,149,False
5,204583.71875,44217.8799316406,587.7172,66.38718,6,138,False
6,204385.203125,50338.6991088867,587.8137,63.88776,6,138,False
7,204436.203125,63440.8241394043,587.6965,64.87042,6,138,False
8,204479.96875,63280.4779602051,587.864,64.73962,6,138,False
9,204946.21875,77285.7426879883,588.5192,67.40588,6,138,False
10,257990.34375,77975.5263793945,656,73.55548,6,159.5,True
11,259122.234375,65055.8430267334,656,82.02222,8,132.5,True
12,259327.125,69781.4669067383,656,84.05151,8,132.5,True
13,259296.4375,55341.3809356689,656,83.74866,8,132.5,True
14,257906.0625,62686.5881713867,656,72.67249,6,159.5,True
15,259252.484375,66840.1316894531,656,83.31445,8,132.5,True
16,257924.75,83487.4070678711,656,72.86877,6,159.5,True
17,259314.578125,60034.0269165039,656,83.92773,8,132.5,True
18,259081.890625,53412.8797546387,656,81.62036,8,132.5,True
19,259111.03125,93171.9866760254,656,81.91077,8,132.5,True
20,259138.40625,64957.2640014648,656,82.18311,8,132.5,True
21,259216.65625,65604.3940124512,656,82.95972,8,132.5,True
22,259777,95935.8752929687,656,88.4469,8,153.5,True
23,259827.640625,50930.6607391357,656,88.93701,8,153.5,True
24,259198.921875,60795.7592285156,656,82.78394,8,132.5,True
25,259091.484375,78714.1221923828,656,81.71606,8,132.5,True
26,193352.140625,74324.7565795898,550.2938,75.87158,8,145.5,False
27,205794.75,69723.9641723633,590.7197,65.42993,8,195.5,False
28,258242.25,79171.0912536621,656,73.05225,8,195.5,True
29,234938.5625,48216.1280761719,588.0165,65.90601,8,195.5,True
30,221891.234375,89878.471484375,550.8182,58.70557,8,195.5,True
