Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;243.646545410156;97.8407387733459;227.2046;25.42829;8;122.5;False
2;243.892776489258;89.3240673065186;227.2473;25.31097;8;122.5;False
3;246.229934692383;97.8088874816895;235.9801;27.75477;7;136.5;False
4;247.337844848633;123.824428462982;236.2781;29.15096;8;180.0;False
5;247.67854309082;104.856309509277;237.1027;29.49928;8;180.0;False
6;247.665267944336;82.6876007080078;237.0458;29.4686;8;180.0;False
7;247.585357666016;107.707464981079;235.9642;28.77789;8;180.0;False
8;252.316482543945;108.387638950348;243.0422;30.60715;8;172.5;False
9;252.565658569336;140.858428955078;243.2273;30.57291;8;172.5;False
10;252.35676574707;103.045473670959;242.9392;30.50848;8;172.5;False
11;258.967529296875;126.476161575317;255.5129;35.10321;8;181.0;False
12;252.225616455078;100.652529716492;242.9565;30.60687;8;172.5;False
13;252.19660949707;121.966476917267;242.9294;30.60693;8;172.5;False
14;252.348403930664;98.7561804771423;242.9397;30.51428;8;172.5;False
15;252.353576660156;135.959751224518;242.8928;30.47809;8;172.5;False
16;252.476303100586;144.233327770233;246.6097;33.05469;8;175.0;False
17;252.621673583984;144.062351131439;243.1844;30.5061;8;183.0;False
18;252.838394165039;98.839857006073;243.381;30.50134;8;183.0;False
19;252.839263916016;113.637572669983;243.3812;30.50092;8;183.0;False
20;252.834381103516;126.966053342819;243.3815;30.50433;8;183.0;False
21;252.874267578125;83.5882332801819;243.384;30.47986;8;183.0;False
22;252.822616577148;123.989288759232;243.3791;30.51038;8;183.0;False
23;252.794586181641;127.593970394135;243.3809;30.53003;8;183.0;False
24;252.821472167969;120.577599430084;243.3788;30.51086;8;183.0;False
25;252.851119995117;116.996007871628;243.3766;30.48987;8;183.0;False
26;254.522644042969;123.282866001129;250.2594;34.32043;8;158.0;False
27;254.105758666992;98.577191734314;249.4575;34.01794;8;158.0;False
28;254.585906982422;150.679906702042;250.3126;34.31555;8;158.0;False
29;254.12223815918;137.66929473877;249.4747;34.01917;8;158.0;False
30;254.563888549805;136.656442451477;250.3087;34.32813;8;158.0;False
