Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;352,576477050781;195,373337173462;222,939;42,77022;8;144;False
2;352,678283691406;147,543018341064;222,962;42,56001;8;144;False
3;372,499816894531;156,30443572998;233,5209;28,04614;8;129;False
4;380,110168457031;201,991667366028;252,6713;35,35698;7;147,5;False
5;380,263122558594;202,591731262207;252,8136;35,35939;7;147,5;False
6;379,963043212891;219,83394241333;252,5086;35,30859;7;147,5;False
7;379,957641601563;195,486012649536;252,5002;35,30252;7;147,5;False
8;379,948486328125;183,456687736511;252,4899;35,29904;7;147,5;False
9;379,946350097656;170,028008842468;252,491;35,30466;7;147,5;False
10;1430,30065917969;236,668938446045;360;48,42914;6;150,5;True
11;1430,38537597656;245,491720199585;360;48,24591;6;150,5;True
12;1430,310546875;197,940902519226;360;48,40771;6;150,5;True
13;1429,55773925781;194,495615005493;360;50,09808;6;150,5;True
14;1429,79296875;267,378887176514;360;49,55731;6;150,5;True
15;1430,3720703125;284,234494781494;360;48,27454;6;150,5;True
16;1430,25622558594;217,733102607727;360;48,52563;6;150,5;True
17;1429,15734863281;276,970240020752;360;51,04602;6;150,5;True
18;1429,96398925781;200,774831008911;360;49,17145;6;150,5;True
19;1430,17175292969;228,707938957214;360;48,71057;6;150,5;True
20;1430,32727050781;244,277167510986;360;48,37146;6;150,5;True
21;1430,17138671875;243,05016746521;360;48,71155;6;150,5;True
22;1430,40246582031;204,407632827759;360;48,20886;6;150,5;True
23;1430,22741699219;221,766895103455;360;48,58875;6;150,5;True
24;1430,18225097656;237,245609855652;360;48,6875;6;150,5;True
25;1430,14367675781;262,694112205505;360;48,77246;6;150,5;True
26;1430,32385253906;269,059593963623;360;48,37878;6;150,5;True
27;1430,41296386719;242,171565246582;360;48,18652;6;150,5;True
28;1430,28942871094;212,226766204834;360;48,45337;6;150,5;True
29;1430,31274414063;220,992442512512;360;48,40295;6;150,5;True
30;1430,22204589844;234,531271362305;360;48,60034;6;150,5;True
31;1429,79565429688;220,216703796387;360;49,55115;6;150,5;True
32;1430,18334960938;259,525449371338;360;48,68518;6;150,5;True
33;1429,96008300781;268,771965408325;360;49,18005;6;150,5;True
34;1430,09497070313;297,167956542969;360;48,87988;6;150,5;True
35;1430,36450195313;217,116823959351;360;48,29089;6;150,5;True
36;1437,14135742188;330,447076606751;360;51,08472;7;156;True
37;1437,27661132813;266,04586391449;360;50,75989;7;156;True
38;1430,11499023438;316,250697517395;360;48,83557;6;150,5;True
39;1430,1640625;309,532510566711;360;48,72754;6;150,5;True
40;1437,0419921875;280,098342132568;360;51,32593;7;156;True
41;1436,39575195313;280,930616378784;360;52,95215;7;156;True
42;1437,55541992188;298,793846702576;360;50,10352;7;156;True
43;1438,20178222656;312,593866920471;360;48,64478;7;156;True
44;1437,58935546875;253,252887916565;360;50,02466;7;156;True
45;1430,06506347656;354,219041061401;360;48,94629;6;150,5;True
46;1429,66564941406;340,313561058044;360;49,84839;6;150,5;True
47;1488,71337890625;345,044600105286;360;47,54907;7;146;True
48;1488,93859863281;348,416387176514;360;47,08228;7;146;True
49;1489,07849121094;330,46999835968;360;46,79688;7;146;True
50;1488,88134765625;333,235249137878;360;47,19995;7;146;True
