Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;328,76708984375;137,407631492615;235,0978;27,76732;6;131,5;False
2;346,042144775391;123,489016151428;241,2028;30,19155;7;163,5;False
3;346,775115966797;187,647098731995;241,8681;30,31252;7;163,5;False
4;345,590362548828;174,002208137512;240,7736;30,0802;7;163,5;False
5;345,707061767578;167,247044944763;240,8884;30,11661;7;163,5;False
6;347,039611816406;168,466752052307;240,8328;29,80099;7;169,5;False
7;347,238433837891;194,210467910767;240,9742;29,75876;7;169,5;False
8;348,083923339844;186,862093544006;241,7789;29,96909;7;169,5;False
9;347,603881835938;197,678497314453;241,3387;29,88165;7;169,5;False
10;347,589385986328;157,992051506042;241,3246;29,87738;7;169,5;False
11;348,048156738281;191,337825202942;242,5073;30,47809;7;166,5;False
12;348,357574462891;149,985039520264;242,7436;30,44312;7;166,5;False
13;347,984832763672;153,915350151062;242,4103;30,39136;7;166,5;False
14;355,344177246094;205,789570999146;245,298;30,63428;8;161,5;False
15;355,398040771484;165,300818634033;245,4197;30,78363;8;161,5;False
16;355,419464111328;200,072718048096;245,4797;30,86548;8;161,5;False
17;356,375946044922;244,767408561707;235,5904;27,75372;8;216,5;False
18;362,442810058594;166,222566986084;243,9238;30,04895;8;203,5;False
19;362,563629150391;158,104049682617;243,996;29,99707;8;203,5;False
20;365,247283935547;149,422000312805;243,5821;30,33276;8;220,5;False
21;365,173370361328;196,738683128357;243,5181;30,32666;8;220,5;False
22;365,175933837891;179,407229995728;243,5145;30,31555;8;220,5;False
23;365,256652832031;140,793999671936;243,5877;30,32886;8;220,5;False
24;364,993591308594;153,11855506897;243,3304;30,24976;8;220,5;False
25;365,253601074219;154,485928726196;243,5847;30,32788;8;220,5;False
26;365,189300537109;167,01003704071;243,5334;30,33081;8;220,5;False
27;365,123077392578;210,221036529541;243,4444;30,26428;8;220,5;False
28;365,185272216797;152,846580696106;243,5012;30,27527;8;220,5;False
29;365,125396728516;196,926682662964;243,4519;30,27502;8;220,5;False
30;365,252136230469;207,414156913757;243,5843;30,32935;8;220,5;False
31;365,135986328125;150,313419532776;243,4603;30,27454;8;220,5;False
32;366,417236328125;210,397415924072;241,0079;29,5426;8;239,5;False
33;370,512329101563;220,32345085144;244,6448;30,37659;8;240,5;False
