Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;381.916320800781;61.9498753547668;445.9764;56.8993;7;139.5;False
2;381.649871826172;111.53651599884;445.869;55.30856;7;139.5;False
3;376.44970703125;71.4214679718018;440.9103;52.89391;7;139.5;False
4;395.93115234375;60.9111087799072;481.5568;56.24339;7;182.5;False
5;416.338684082031;43.9920534551144;479.6303;64.58392;7;139.5;False
6;1589.73461914063;134.006750679016;656.0;92.34592;7;151.0;True
7;1590.37121582031;201.913925290108;656.0;98.71243;7;151.0;True
8;1195.90466308594;117.150853919983;267.5284;38.76239;7;151.0;True
9;1297.65026855469;144.926897907257;367.5435;56.06854;7;151.0;True
10;1589.71594238281;154.917430019379;656.0;92.15924;7;151.0;True
11;1589.447265625;184.18838596344;656.0;89.47296;7;151.0;True
12;1589.72619628906;167.198259067535;656.0;92.26141;7;151.0;True
13;1590.17907714844;185.924259376526;656.0;96.79126;7;151.0;True
14;1599.47338867188;262.846937274933;656.0;69.73438;6;127.0;True
15;1599.46057128906;202.355642127991;656.0;69.60571;6;127.0;True
16;1599.52478027344;208.75772895813;656.0;70.24792;6;127.0;True
17;1599.44714355469;211.641059494019;656.0;69.47119;6;127.0;True
18;1599.47985839844;298.250036525726;656.0;69.79895;6;127.0;True
19;1599.47485351563;227.559222412109;656.0;69.74878;6;127.0;True
20;1599.51574707031;244.747795963287;656.0;70.15784;6;127.0;True
21;1599.44458007813;240.509414291382;656.0;69.44519;6;127.0;True
22;1599.48596191406;191.042979240417;656.0;69.86011;6;127.0;True
23;1599.47192382813;308.351569843292;656.0;69.7196;6;127.0;True
24;1599.49072265625;260.777716732025;656.0;69.90735;6;127.0;True
25;1599.52612304688;192.227698135376;656.0;70.26099;6;127.0;True
26;1599.4873046875;254.624353122711;656.0;69.87354;6;127.0;True
27;1599.5029296875;254.672603225708;656.0;70.02954;6;127.0;True
28;1599.51538085938;182.042902803421;656.0;70.1543;6;127.0;True
29;1599.50415039063;228.055321598053;656.0;70.0415;6;127.0;True
30;1599.501953125;238.505290365219;656.0;70.01953;6;127.0;True
