Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,199856.890625,57873.6199707031,586.412,73.21204,7,142.5,False
2,199881.59375,51034.997265625,586.7502,72.63188,7,142.5,False
3,199932.296875,57782.6992675781,586.7323,73.05235,7,142.5,False
4,187462.015625,77862.3019042969,549.1221,64.67937,7,142.5,False
5,175299.140625,60902.9713867188,511.9869,59.01093,7,140,False
6,188093.53125,55992.7423828125,549.8762,67.75562,7,142.5,False
7,188610.171875,44597.0085449219,550.9307,69.25073,7,142.5,False
8,187819.265625,64236.3951660156,549.9144,65.58096,7,142.5,False
9,187838.625,55558.7572753906,549.0349,67.75055,7,142.5,False
10,200005.546875,72529.8501464844,586.7318,73.60181,7,142.5,False
11,231606.828125,64337.11953125,656,83.74561,7,134,True
12,221236.609375,52665.8196777344,622.1509,82.61115,7,134,True
13,238587.140625,60502.7909667969,656,86.75256,8,215.5,True
14,231642.515625,53700.2488769531,656,84.008,7,134,True
15,221054.328125,42740.2485839844,622.1517,81.27014,7,134,True
16,231538.140625,45893.1230957031,656,83.24011,7,134,True
17,231668.46875,45705.8522949219,656,84.19873,7,134,True
18,231648.6875,76941.6673828125,656,84.05334,7,134,True
19,231605.125,50359.5541503906,656,83.73303,7,134,True
20,231619.125,38560.83671875,656,83.83606,7,134,True
21,231655.328125,55697.1198242188,656,84.10217,7,134,True
22,221144.578125,46764.3576660156,622.1522,81.93262,7,134,True
23,231589.234375,57547.2216796875,656,83.61621,7,134,True
24,231527.515625,45125.4008789063,656,83.16187,7,134,True
25,231637.828125,65376.1408691406,656,83.97351,7,134,True
26,231657.03125,54464.3579101563,656,84.11462,7,134,True
27,221133.21875,70914.3631835938,622.1419,81.87207,7,134,True
28,231574.84375,70404.0303222656,656,83.51025,7,134,True
29,231605.328125,59573.3360351563,656,83.73462,7,134,True
30,221026.59375,56339.8205566406,622.1515,81.06641,7,134,True
