Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,234,906372070313,40,4243710041046,300,4802,41,76204,8,139,5,False
2,371,790832519531,79,2913875579834,437,6271,59,13684,6,143,5,False
3,446,871032714844,38,73762550354,511,1358,54,85249,7,139,5,False
4,449,769683837891,47,838918876648,511,8956,56,24048,7,135,5,False
5,506,855316162109,98,3832101821899,590,4179,64,37422,7,180,False
6,501,449005126953,13,6480548858643,585,3089,61,40106,7,180,False
7,1588,86730957031,88,2761571884155,656,66,17319,7,147,5,True
8,1588,85583496094,98,7162975549698,656,66,05774,7,147,5,True
9,1588,85717773438,36,812239074707,656,66,07214,7,147,5,True
10,1588,86059570313,99,1303030014038,656,66,10541,7,147,5,True
11,1588,85009765625,71,5980082988739,656,66,00116,7,147,5,True
12,1588,8544921875,57,8852317810059,656,66,04474,7,147,5,True
13,1588,85107421875,60,5924005508423,656,66,01129,7,147,5,True
14,1588,84838867188,75,339005279541,656,65,9834,7,147,5,True
15,1588,84228515625,153,614662456512,656,65,92267,7,147,5,True
16,1588,85205078125,156,349965000153,656,66,02106,7,147,5,True
17,1588,86987304688,88,8228214263916,656,66,19922,7,147,5,True
18,1588,86376953125,125,354543495178,656,66,13782,7,147,5,True
19,1588,85217285156,161,708592033386,656,66,02112,7,147,5,True
20,1588,84326171875,152,444674968719,656,65,93286,7,147,5,True
21,1588,85205078125,134,340204572678,656,66,02075,7,147,5,True
22,1588,85083007813,84,4560180664062,656,66,00806,7,147,5,True
23,1588,86853027344,154,289676094055,656,66,18481,7,147,5,True
24,1588,85498046875,115,851037216187,656,66,05029,7,147,5,True
25,1588,85192871094,145,417522859573,656,66,01917,7,147,5,True
26,1588,85961914063,95,020417881012,656,66,09644,7,147,5,True
27,1588,85705566406,132,361541748047,656,66,07031,7,147,5,True
28,1588,84619140625,128,59605255127,656,65,96228,7,147,5,True
29,1588,86328125,135,556250667572,656,66,1322,7,147,5,True
30,1588,85729980469,125,786285018921,656,66,07251,7,147,5,True
