Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;320.345703125;81.8662418991327;238.8006;29.28447;8;144.0;False
2;322.117553710938;145.946760058403;239.0327;28.76971;7;159.0;False
3;325.463195800781;162.353165500611;244.1057;30.0041;6;148.5;False
4;323.955749511719;135.589478325844;244.0204;30.52722;6;148.5;False
5;323.928588867188;181.793012928963;244.0128;30.53377;6;148.5;False
6;323.954284667969;155.584869452193;244.0096;30.52231;6;148.5;False
7;324.008911132813;169.40965647921;242.8663;29.93079;7;165.5;False
8;324.509185791016;105.035778440535;243.2448;29.9325;7;165.5;False
9;324.563446044922;119.400621369295;243.3945;29.98618;7;165.5;False
10;324.834991455078;133.695803594589;243.6245;29.99915;7;165.5;False
11;324.627410888672;136.599688377976;243.5108;30.01987;7;165.5;False
12;324.554748535156;175.878718345054;243.4095;29.99677;7;165.5;False
13;324.604919433594;127.211292603333;243.4189;29.98285;7;165.5;False
14;324.410980224609;106.394637068361;243.1967;29.94507;7;165.5;False
15;324.866760253906;168.594315196574;243.6631;30.00641;7;165.5;False
16;324.584197998047;102.271931682527;243.3516;29.9574;7;165.5;False
17;324.531433105469;129.935529375076;243.3961;29.99878;7;165.5;False
18;324.835540771484;164.911014682055;243.6278;30.00055;7;165.5;False
19;324.662261962891;161.000322550535;244.0307;30.26489;6;164.5;False
20;324.803405761719;154.989857046679;244.0802;30.23669;6;164.5;False
21;324.798950195313;188.882221916318;244.0492;30.2229;6;164.5;False
22;324.780303955078;173.85055603981;244.0837;30.24707;6;164.5;False
23;324.812255859375;157.013908201456;244.0518;30.21924;6;164.5;False
24;324.771209716797;109.569980102777;244.0825;30.24988;6;164.5;False
25;324.795593261719;98.2883408904076;244.0459;30.22253;6;164.5;False
26;324.792541503906;147.443815976381;244.0583;30.22986;6;164.5;False
27;324.805419921875;87.525536679849;244.0504;30.22107;6;164.5;False
28;324.760284423828;86.7861459549517;244.0681;30.24683;6;164.5;False
29;324.781494140625;90.6626904845238;244.0;5.3;22986;6.0;False
30;324.784027099609;126.241134768724;244.0674;30.23755;6;164.5;False
