Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,29949.677734375,8681.69501953125,230.7672,34.98577,7,110,False
2,44214.6171875,15392.7281738281,247.4672,33.23793,8,123,False
3,44681.8984375,14319.8635498047,244.9232,31.87351,8,139.5,False
4,44648.859375,18862.9120117187,244.6745,31.66547,8,139.5,False
5,44508.05859375,12243.4799804688,243.5937,30.67932,8,139.5,False
6,45807.71875,9985.71755371094,256.5675,35.50629,6,135,False
7,45295.58203125,15228.1448242188,253.1967,35.35907,6,135,False
8,45820.18359375,10622.0779541016,256.5426,34.72427,6,135,False
9,45804.91796875,13796.0471679688,256.5532,35.53668,6,135,False
10,45335.5859375,13090.4938476562,253.4674,35.42667,6,135,False
11,45810.0546875,14843.5648925781,256.5703,35.41312,6,135,False
12,45336.09765625,13101.6814331055,253.4737,35.4491,6,135,False
13,45803.109375,15805.6517456055,256.5822,35.8465,6,135,False
14,46356.30859375,12585.3018432617,258.294,35.03699,7,134,False
15,45801.0234375,13359.5869689941,256.5809,35.94128,6,135,False
16,46351.16015625,14490.5311401367,258.3325,35.56921,7,134,False
17,45555.82421875,18723.3359863281,253.0625,35.07697,7,134,False
18,46362.19140625,12324.6453369141,258.3402,35.09302,7,134,False
19,45517.57421875,12097.1599609375,252.8077,35.04309,7,134,False
20,45668.3828125,11551.8538085938,253.845,35.42194,7,134,False
21,46365.76171875,13672.5093383789,258.3137,34.7334,7,134,False
22,45707.1328125,4261.19763183594,254.1069,35.48535,7,134,False
23,45825.15625,11281.6265136719,254.909,35.71094,7,134,False
24,45527.421875,10379.1364746094,252.8724,35.04492,7,134,False
25,45663.56640625,21276.25546875,253.8122,35.41187,7,134,False
26,46370.19921875,4950.65498046875,258.3479,34.77039,7,134,False
27,46345.53515625,13641.8500244141,258.2704,35.38074,7,134,False
28,45696.93359375,11792.2436340332,254.0381,35.4696,7,134,False
29,46372.18359375,11637.2909179688,258.3723,34.85254,7,134,False
30,46371.0703125,12178.7006713867,258.3553,34.78271,7,134,False
