Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,106848.609375,38477.4597045898,336.6675,43.44827,8,142.5,False
2,105827.0859375,30696.924432373,333.5543,41.5223,8,128.5,False
3,106179.4609375,33166.8810302734,335.0583,38.29323,8,128.5,False
4,161219.359375,32173.7557281494,513.9449,58.08243,7,131,False
5,172327.515625,47407.0136322022,549.0334,67.85699,7,131,False
6,214987.140625,46555.1916748047,656,70.47217,8,174.5,True
7,215058.390625,59945.4906158447,656,71.92279,8,174.5,True
8,215041.328125,53485.9912841797,656,71.57834,8,174.5,True
9,214912.125,27459.649319458,656,71.5943,7,206,True
10,214907.703125,35292.1826690674,656,71.50476,7,206,True
11,215499.34375,56216.5704650879,656,80.35425,8,164,True
12,215487.375,40199.083682251,656,80.13531,8,164,True
13,215561.359375,53792.470703125,656,81.48279,8,164,True
14,215564.515625,65007.9748046875,656,81.53992,8,164,True
15,215428.75,47808.2192749023,656,79.05536,8,164,True
16,215365.09375,35601.3765686035,656,77.86963,8,164,True
17,215425.015625,47758.1643432617,656,78.98621,8,164,True
18,215520.75,40435.2496734619,656,80.74512,8,164,True
19,215445.8125,36835.6716217041,656,79.37085,8,164,True
20,215369.671875,37083.3632446289,656,77.95544,8,164,True
21,215406.265625,37592.3575622559,656,78.63831,8,164,True
22,215462.78125,44416.6511901855,656,79.68359,8,164,True
23,215454.921875,38931.286907959,656,79.53894,8,164,True
24,215532.796875,46596.875378418,656,80.96436,8,164,True
25,215431.359375,43752.7311126709,656,79.10376,8,164,True
26,215432.953125,32367.2610290527,656,79.1333,8,164,True
27,215536.71875,37484.2513153076,656,81.03577,8,164,True
28,215481.796875,33905.2796844482,656,80.03296,8,164,True
29,215411.328125,64284.4058807373,656,78.73218,8,164,True
30,215351.828125,42085.7305480957,656,77.62085,8,164,True
